3776508:
 num     #instances         #bytes  class name (module)
4382:             1             16  clojure.pprint$conditional_newline
4383:             1             16  clojure.pprint$consume
4384:             1             16  clojure.pprint$consume_while
4385:             1             16  clojure.pprint$convert_ratio
4386:             1             16  clojure.pprint$defdirectives
4387:             1             16  clojure.pprint$deftype
4388:             1             16  clojure.pprint$dollar_float
4389:             1             16  clojure.pprint$downcase_writer
4390:             1             16  clojure.pprint$else_separator_QMARK_
4391:             1             16  clojure.pprint$emit_nl
4392:             1             16  clojure.pprint$end_block
4393:             1             16  clojure.pprint$end_block_t_QMARK_
4394:             1             16  clojure.pprint$execute_format
4395:             1             16  clojure.pprint$execute_sub_format
4396:             1             16  clojure.pprint$expand_fixed
4397:             1             16  clojure.pprint$exponential_float
4398:             1             16  clojure.pprint$extract_flags
4399:             1             16  clojure.pprint$extract_param
4400:             1             16  clojure.pprint$extract_params
4401:             1             16  clojure.pprint$fixed_float
4402:             1             16  clojure.pprint$float_parts
4403:             1             16  clojure.pprint$float_parts_base
4404:             1             16  clojure.pprint$fn__10210
4405:             1             16  clojure.pprint$fn__10214$fn__10215
4406:             1             16  clojure.pprint$fn__10220
4407:             1             16  clojure.pprint$fn__10227
4408:             1             16  clojure.pprint$fn__10232
4409:             1             16  clojure.pprint$fn__10236
4410:             1             16  clojure.pprint$fn__10239
4411:             1             16  clojure.pprint$fn__10268$fn__10269
4412:             1             16  clojure.pprint$fn__10274
4413:             1             16  clojure.pprint$fn__10276
4414:             1             16  clojure.pprint$fn__10278
4415:             1             16  clojure.pprint$fn__10282
4416:             1             16  clojure.pprint$fn__10312
4417:             1             16  clojure.pprint$fn__10314
4418:             1             16  clojure.pprint$fn__10316
4419:             1             16  clojure.pprint$fn__10868
4420:             1             16  clojure.pprint$fn__10872
4421:             1             16  clojure.pprint$fn__10876
4422:             1             16  clojure.pprint$fn__10880
4423:             1             16  clojure.pprint$fn__10884
4424:             1             16  clojure.pprint$fn__10888
4425:             1             16  clojure.pprint$fn__10892
4426:             1             16  clojure.pprint$fn__10905
4427:             1             16  clojure.pprint$fn__10912
4428:             1             16  clojure.pprint$fn__10914
4429:             1             16  clojure.pprint$fn__10916
4430:             1             16  clojure.pprint$fn__10918
4431:             1             16  clojure.pprint$fn__10920
4432:             1             16  clojure.pprint$fn__10922
4433:             1             16  clojure.pprint$fn__10927
4434:             1             16  clojure.pprint$fn__10932
4435:             1             16  clojure.pprint$fn__10937
4436:             1             16  clojure.pprint$fn__10941
4437:             1             16  clojure.pprint$fn__10945
4438:             1             16  clojure.pprint$fn__10951
4439:             1             16  clojure.pprint$fn__10959
4440:             1             16  clojure.pprint$fn__10974
4441:             1             16  clojure.pprint$fn__10979
4442:             1             16  clojure.pprint$fn__10981
4443:             1             16  clojure.pprint$fn__10983
4444:             1             16  clojure.pprint$fn__10985
4445:             1             16  clojure.pprint$fn__10987
4446:             1             16  clojure.pprint$fn__10990
4447:             1             16  clojure.pprint$fn__10992
4448:             1             16  clojure.pprint$fn__10994
4449:             1             16  clojure.pprint$fn__10996
4450:             1             16  clojure.pprint$fn__11003
4451:             1             16  clojure.pprint$fn__11016
4452:             1             16  clojure.pprint$fn__11018
4453:             1             16  clojure.pprint$format_ascii
4454:             1             16  clojure.pprint$format_cardinal_english
4455:             1             16  clojure.pprint$format_error
4456:             1             16  clojure.pprint$format_integer
4457:             1             16  clojure.pprint$format_logical_block
4458:             1             16  clojure.pprint$format_new_roman
4459:             1             16  clojure.pprint$format_old_roman
4460:             1             16  clojure.pprint$format_ordinal_english
4461:             1             16  clojure.pprint$format_roman
4462:             1             16  clojure.pprint$format_simple_cardinal
4463:             1             16  clojure.pprint$format_simple_number
4464:             1             16  clojure.pprint$format_simple_ordinal
4465:             1             16  clojure.pprint$formatter
4466:             1             16  clojure.pprint$formatter_out
4467:             1             16  clojure.pprint$fresh_line
4468:             1             16  clojure.pprint$general_float
4469:             1             16  clojure.pprint$get_column
4470:             1             16  clojure.pprint$get_field
4471:             1             16  clojure.pprint$get_fixed
4472:             1             16  clojure.pprint$get_format_arg
4473:             1             16  clojure.pprint$get_line
4474:             1             16  clojure.pprint$get_max_column
4475:             1             16  clojure.pprint$get_miser_width
4476:             1             16  clojure.pprint$get_pretty_writer
4477:             1             16  clojure.pprint$get_section
4478:             1             16  clojure.pprint$get_sub_section
4479:             1             16  clojure.pprint$get_writer
4480:             1             16  clojure.pprint$getf
4481:             1             16  clojure.pprint$group_by_STAR_
4482:             1             16  clojure.pprint$inc_s
4483:             1             16  clojure.pprint$indent
4484:             1             16  clojure.pprint$indent_t_QMARK_
4485:             1             16  clojure.pprint$init_cap_writer
4486:             1             16  clojure.pprint$init_navigator
4487:             1             16  clojure.pprint$insert_decimal
4488:             1             16  clojure.pprint$insert_scaled_decimal
4489:             1             16  clojure.pprint$integral_QMARK_
4490:             1             16  clojure.pprint$iterate_list_of_sublists
4491:             1             16  clojure.pprint$iterate_main_list
4492:             1             16  clojure.pprint$iterate_main_sublists
4493:             1             16  clojure.pprint$iterate_sublist
4494:             1             16  clojure.pprint$justify_clauses
4495:             1             16  clojure.pprint$level_exceeded
4496:             1             16  clojure.pprint$linear_nl_QMARK_
4497:             1             16  clojure.pprint$logical_block_or_justify
4498:             1             16  clojure.pprint$ltrim
4499:             1             16  clojure.pprint$make_buffer_blob
4500:             1             16  clojure.pprint$make_end_block_t
4501:             1             16  clojure.pprint$make_indent_t
4502:             1             16  clojure.pprint$make_nl_t
4503:             1             16  clojure.pprint$make_pretty_writer
4504:             1             16  clojure.pprint$make_start_block_t
4505:             1             16  clojure.pprint$map_params
4506:             1             16  clojure.pprint$map_passing_context
4507:             1             16  clojure.pprint$map_ref_type
4508:             1             16  clojure.pprint$miser_nl_QMARK_
4509:             1             16  clojure.pprint$modify_case
4510:             1             16  clojure.pprint$multi_defn
4511:             1             16  clojure.pprint$needs_pretty
4512:             1             16  clojure.pprint$next_arg
4513:             1             16  clojure.pprint$next_arg_or_nil
4514:             1             16  clojure.pprint$nl
4515:             1             16  clojure.pprint$nl_t_QMARK_
4516:             1             16  clojure.pprint$opt_base_str
4517:             1             16  clojure.pprint$p_write_char
4518:             1             16  clojure.pprint$parse_lb_options
4519:             1             16  clojure.pprint$plain_character
4520:             1             16  clojure.pprint$pll_mod_body
4521:             1             16  clojure.pprint$pp
4522:             1             16  clojure.pprint$pprint
4523:             1             16  clojure.pprint$pprint_anon_func
4524:             1             16  clojure.pprint$pprint_binding_form
4525:             1             16  clojure.pprint$pprint_code_list
4526:             1             16  clojure.pprint$pprint_code_symbol
4527:             1             16  clojure.pprint$pprint_cond
4528:             1             16  clojure.pprint$pprint_condp
4529:             1             16  clojure.pprint$pprint_defn
4530:             1             16  clojure.pprint$pprint_ideref
4531:             1             16  clojure.pprint$pprint_indent
4532:             1             16  clojure.pprint$pprint_let
4533:             1             16  clojure.pprint$pprint_list
4534:             1             16  clojure.pprint$pprint_logical_block
4535:             1             16  clojure.pprint$pprint_map
4536:             1             16  clojure.pprint$pprint_meta
4537:             1             16  clojure.pprint$pprint_newline
4538:             1             16  clojure.pprint$pprint_ns
4539:             1             16  clojure.pprint$pprint_ns_reference
4540:             1             16  clojure.pprint$pprint_reader_macro
4541:             1             16  clojure.pprint$pprint_set
4542:             1             16  clojure.pprint$pprint_simple_code_list
4543:             1             16  clojure.pprint$pprint_simple_default
4544:             1             16  clojure.pprint$pprint_simple_list
4545:             1             16  clojure.pprint$pprint_tab
4546:             1             16  clojure.pprint$pprint_vector
4547:             1             16  clojure.pprint$pr_with_base
4548:             1             16  clojure.pprint$prefix_count
4549:             1             16  clojure.pprint$prerr
4550:             1             16  clojure.pprint$pretty_character
4551:             1             16  clojure.pprint$pretty_writer
4552:             1             16  clojure.pprint$pretty_writer_QMARK_
4553:             1             16  clojure.pprint$print_length_loop
4554:             1             16  clojure.pprint$print_table
4555:             1             16  clojure.pprint$prlabel
4556:             1             16  clojure.pprint$process_bracket
4557:             1             16  clojure.pprint$process_clause
4558:             1             16  clojure.pprint$process_directive_table_element
4559:             1             16  clojure.pprint$process_nesting
4560:             1             16  clojure.pprint$readable_character
4561:             1             16  clojure.pprint$realize_parameter
4562:             1             16  clojure.pprint$realize_parameter_list
4563:             1             16  clojure.pprint$relative_reposition
4564:             1             16  clojure.pprint$relative_tabulation
4565:             1             16  clojure.pprint$remainders
4566:             1             16  clojure.pprint$render_clauses
4567:             1             16  clojure.pprint$right_bracket
4568:             1             16  clojure.pprint$round_str
4569:             1             16  clojure.pprint$rtrim
4570:             1             16  clojure.pprint$separator_QMARK_
4571:             1             16  clojure.pprint$set_field
4572:             1             16  clojure.pprint$set_indent
4573:             1             16  clojure.pprint$set_logical_block_callback
4574:             1             16  clojure.pprint$set_max_column
4575:             1             16  clojure.pprint$set_miser_width
4576:             1             16  clojure.pprint$set_pprint_dispatch
4577:             1             16  clojure.pprint$setf
4578:             1             16  clojure.pprint$single_defn
4579:             1             16  clojure.pprint$split_at_newline
4580:             1             16  clojure.pprint$start_block
4581:             1             16  clojure.pprint$start_block_t_QMARK_
4582:             1             16  clojure.pprint$table_ize
4583:             1             16  clojure.pprint$tokens_fit_QMARK_
4584:             1             16  clojure.pprint$toks
4585:             1             16  clojure.pprint$translate_param
4586:             1             16  clojure.pprint$tuple_map
4587:             1             16  clojure.pprint$two_forms
4588:             1             16  clojure.pprint$unzip_map
4589:             1             16  clojure.pprint$upcase_writer
4590:             1             16  clojure.pprint$update_nl_state
4591:             1             16  clojure.pprint$use_method
4592:             1             16  clojure.pprint$with_pprint_dispatch
4593:             1             16  clojure.pprint$with_pretty_writer
4594:             1             16  clojure.pprint$write
4595:             1             16  clojure.pprint$write_buffered_output
4596:             1             16  clojure.pprint$write_initial_lines
4597:             1             16  clojure.pprint$write_line
4598:             1             16  clojure.pprint$write_out
4599:             1             16  clojure.pprint$write_to_base
4600:             1             16  clojure.pprint$write_token_string
4601:             1             16  clojure.pprint$write_tokens
4602:             1             16  clojure.pprint$write_white_space
4603:             1             16  clojure.run.exec$_STAR_exit_STAR_
4604:             1             16  clojure.run.exec$_main
4605:             1             16  clojure.run.exec$add_stream
4606:             1             16  clojure.run.exec$apply_overrides
4607:             1             16  clojure.run.exec$apply_program
4608:             1             16  clojure.run.exec$build_error
4609:             1             16  clojure.run.exec$build_fn_descriptor
4610:             1             16  clojure.run.exec$envelope
4611:             1             16  clojure.run.exec$err
4612:             1             16  clojure.run.exec$exec
4613:             1             16  clojure.run.exec$parse_fn
4614:             1             16  clojure.run.exec$qualify_fn
4615:             1             16  clojure.run.exec$read_args
4616:             1             16  clojure.run.exec$read_args_stdin
4617:             1             16  clojure.run.exec$read_basis
4618:             1             16  clojure.run.exec$remove_ns_keys
4619:             1             16  clojure.run.exec$requiring_resolve_SINGLEQUOTE_
4620:             1             16  clojure.run.exec$set_daemon_agent_executor
4621:             1             16  clojure.set$bubble_max_key
4622:             1             16  clojure.set$difference
4623:             1             16  clojure.set$index
4624:             1             16  clojure.set$intersection
4625:             1             16  clojure.set$join
4626:             1             16  clojure.set$map_invert
4627:             1             16  clojure.set$project
4628:             1             16  clojure.set$rename
4629:             1             16  clojure.set$rename_keys
4630:             1             16  clojure.set$select
4631:             1             16  clojure.set$subset_QMARK_
4632:             1             16  clojure.set$superset_QMARK_
4633:             1             16  clojure.set$union
4634:             1             16  clojure.spec.alpha$_AMPERSAND_
4635:             1             16  clojure.spec.alpha$_PLUS_
4636:             1             16  clojure.spec.alpha$_QMARK_
4637:             1             16  clojure.spec.alpha$_STAR_
4638:             1             16  clojure.spec.alpha$__GT_sym
4639:             1             16  clojure.spec.alpha$abbrev
4640:             1             16  clojure.spec.alpha$accept
4641:             1             16  clojure.spec.alpha$accept_QMARK_
4642:             1             16  clojure.spec.alpha$accept_nil_QMARK_
4643:             1             16  clojure.spec.alpha$add_ret
4644:             1             16  clojure.spec.alpha$alt
4645:             1             16  clojure.spec.alpha$alt2
4646:             1             16  clojure.spec.alpha$alt_STAR_
4647:             1             16  clojure.spec.alpha$alt_impl
4648:             1             16  clojure.spec.alpha$alts
4649:             1             16  clojure.spec.alpha$amp_impl
4650:             1             16  clojure.spec.alpha$and
4651:             1             16  clojure.spec.alpha$and_k_gen
4652:             1             16  clojure.spec.alpha$and_preds
4653:             1             16  clojure.spec.alpha$and_spec_impl
4654:             1             16  clojure.spec.alpha$assert
4655:             1             16  clojure.spec.alpha$assert_STAR_
4656:             1             16  clojure.spec.alpha$call_valid_QMARK_
4657:             1             16  clojure.spec.alpha$cat
4658:             1             16  clojure.spec.alpha$cat_impl
4659:             1             16  clojure.spec.alpha$check_asserts
4660:             1             16  clojure.spec.alpha$check_asserts_QMARK_
4661:             1             16  clojure.spec.alpha$coll_of
4662:             1             16  clojure.spec.alpha$coll_prob
4663:             1             16  clojure.spec.alpha$conform
4664:             1             16  clojure.spec.alpha$conformer
4665:             1             16  clojure.spec.alpha$deep_resolve
4666:             1             16  clojure.spec.alpha$def
4667:             1             16  clojure.spec.alpha$def_impl
4668:             1             16  clojure.spec.alpha$deriv
4669:             1             16  clojure.spec.alpha$describe
4670:             1             16  clojure.spec.alpha$double_in
4671:             1             16  clojure.spec.alpha$dt
4672:             1             16  clojure.spec.alpha$every
4673:             1             16  clojure.spec.alpha$every_impl
4674:             1             16  clojure.spec.alpha$every_kv
4675:             1             16  clojure.spec.alpha$exercise
4676:             1             16  clojure.spec.alpha$exercise_fn
4677:             1             16  clojure.spec.alpha$explain
4678:             1             16  clojure.spec.alpha$explain_1
4679:             1             16  clojure.spec.alpha$explain_data
4680:             1             16  clojure.spec.alpha$explain_data_STAR_
4681:             1             16  clojure.spec.alpha$explain_out
4682:             1             16  clojure.spec.alpha$explain_pred_list
4683:             1             16  clojure.spec.alpha$explain_printer
4684:             1             16  clojure.spec.alpha$explain_str
4685:             1             16  clojure.spec.alpha$fdef
4686:             1             16  clojure.spec.alpha$filter_alt
4687:             1             16  clojure.spec.alpha$fn__1659
4688:             1             16  clojure.spec.alpha$fn__1659$G__1645__1662
4689:             1             16  clojure.spec.alpha$fn__1672
4690:             1             16  clojure.spec.alpha$fn__1672$G__1649__1678
4691:             1             16  clojure.spec.alpha$fn__1691
4692:             1             16  clojure.spec.alpha$fn__1691$G__1655__1693
4693:             1             16  clojure.spec.alpha$fn__1702
4694:             1             16  clojure.spec.alpha$fn__1702$G__1651__1707
4695:             1             16  clojure.spec.alpha$fn__1719
4696:             1             16  clojure.spec.alpha$fn__1719$G__1647__1722
4697:             1             16  clojure.spec.alpha$fn__1732
4698:             1             16  clojure.spec.alpha$fn__1732$G__1653__1735
4699:             1             16  clojure.spec.alpha$fn__1769
4700:             1             16  clojure.spec.alpha$fn__1769$G__1765__1773
4701:             1             16  clojure.spec.alpha$fn__1790
4702:             1             16  clojure.spec.alpha$fn__1792
4703:             1             16  clojure.spec.alpha$fn__1794
4704:             1             16  clojure.spec.alpha$fn__1796
4705:             1             16  clojure.spec.alpha$fn__2523
4706:             1             16  clojure.spec.alpha$fn__2525
4707:             1             16  clojure.spec.alpha$fn_sym
4708:             1             16  clojure.spec.alpha$form
4709:             1             16  clojure.spec.alpha$fspec
4710:             1             16  clojure.spec.alpha$fspec_impl
4711:             1             16  clojure.spec.alpha$gen
4712:             1             16  clojure.spec.alpha$gensub
4713:             1             16  clojure.spec.alpha$get_spec
4714:             1             16  clojure.spec.alpha$inck
4715:             1             16  clojure.spec.alpha$inst_in
4716:             1             16  clojure.spec.alpha$inst_in_range_QMARK_
4717:             1             16  clojure.spec.alpha$int_in
4718:             1             16  clojure.spec.alpha$int_in_range_QMARK_
4719:             1             16  clojure.spec.alpha$invalid_QMARK_
4720:             1             16  clojure.spec.alpha$k_gen
4721:             1             16  clojure.spec.alpha$keys
4722:             1             16  clojure.spec.alpha$keys_STAR_
4723:             1             16  clojure.spec.alpha$macroexpand_check
4724:             1             16  clojure.spec.alpha$map_of
4725:             1             16  clojure.spec.alpha$map_spec_impl
4726:             1             16  clojure.spec.alpha$maybe_impl
4727:             1             16  clojure.spec.alpha$maybe_spec
4728:             1             16  clojure.spec.alpha$merge
4729:             1             16  clojure.spec.alpha$merge_spec_impl
4730:             1             16  clojure.spec.alpha$multi_spec
4731:             1             16  clojure.spec.alpha$multi_spec_impl
4732:             1             16  clojure.spec.alpha$nilable
4733:             1             16  clojure.spec.alpha$nilable_impl
4734:             1             16  clojure.spec.alpha$nonconforming
4735:             1             16  clojure.spec.alpha$noret_QMARK_
4736:             1             16  clojure.spec.alpha$ns_qualify
4737:             1             16  clojure.spec.alpha$op_describe
4738:             1             16  clojure.spec.alpha$op_explain
4739:             1             16  clojure.spec.alpha$op_unform
4740:             1             16  clojure.spec.alpha$or
4741:             1             16  clojure.spec.alpha$or_k_gen
4742:             1             16  clojure.spec.alpha$or_spec_impl
4743:             1             16  clojure.spec.alpha$pcat
4744:             1             16  clojure.spec.alpha$pcat_STAR_
4745:             1             16  clojure.spec.alpha$preturn
4746:             1             16  clojure.spec.alpha$pvalid_QMARK_
4747:             1             16  clojure.spec.alpha$re_conform
4748:             1             16  clojure.spec.alpha$re_explain
4749:             1             16  clojure.spec.alpha$re_gen
4750:             1             16  clojure.spec.alpha$recur_limit_QMARK_
4751:             1             16  clojure.spec.alpha$reg_resolve
4752:             1             16  clojure.spec.alpha$reg_resolve_BANG_
4753:             1             16  clojure.spec.alpha$regex_QMARK_
4754:             1             16  clojure.spec.alpha$regex_spec_impl
4755:             1             16  clojure.spec.alpha$registry
4756:             1             16  clojure.spec.alpha$rep_PLUS_impl
4757:             1             16  clojure.spec.alpha$rep_STAR_
4758:             1             16  clojure.spec.alpha$rep_impl
4759:             1             16  clojure.spec.alpha$res
4760:             1             16  clojure.spec.alpha$res_kind
4761:             1             16  clojure.spec.alpha$spec
4762:             1             16  clojure.spec.alpha$spec_QMARK_
4763:             1             16  clojure.spec.alpha$spec_impl
4764:             1             16  clojure.spec.alpha$spec_name
4765:             1             16  clojure.spec.alpha$specize
4766:             1             16  clojure.spec.alpha$tagged_ret
4767:             1             16  clojure.spec.alpha$the_spec
4768:             1             16  clojure.spec.alpha$tuple
4769:             1             16  clojure.spec.alpha$tuple_impl
4770:             1             16  clojure.spec.alpha$unfn
4771:             1             16  clojure.spec.alpha$unform
4772:             1             16  clojure.spec.alpha$valid_QMARK_
4773:             1             16  clojure.spec.alpha$validate_fn
4774:             1             16  clojure.spec.alpha$with_gen
4775:             1             16  clojure.spec.alpha$with_name
4776:             1             16  clojure.spec.gen.alpha$cat
4777:             1             16  clojure.spec.gen.alpha$delay
4778:             1             16  clojure.spec.gen.alpha$delay_impl
4779:             1             16  clojure.spec.gen.alpha$dynaload
4780:             1             16  clojure.spec.gen.alpha$fn__2620
4781:             1             16  clojure.spec.gen.alpha$fn__2623
4782:             1             16  clojure.spec.gen.alpha$fn__2626$fn__2627
4783:             1             16  clojure.spec.gen.alpha$fn__2626$fn__2629
4784:             1             16  clojure.spec.gen.alpha$fn__2626$fn__2631
4785:             1             16  clojure.spec.gen.alpha$fn__2650$fn__2651
4786:             1             16  clojure.spec.gen.alpha$fn__2657$fn__2658
4787:             1             16  clojure.spec.gen.alpha$fn__2664$fn__2665
4788:             1             16  clojure.spec.gen.alpha$fn__2671$fn__2672
4789:             1             16  clojure.spec.gen.alpha$fn__2678$fn__2679
4790:             1             16  clojure.spec.gen.alpha$fn__2685$fn__2686
4791:             1             16  clojure.spec.gen.alpha$fn__2692$fn__2693
4792:             1             16  clojure.spec.gen.alpha$fn__2699$fn__2700
4793:             1             16  clojure.spec.gen.alpha$fn__2706$fn__2707
4794:             1             16  clojure.spec.gen.alpha$fn__2713$fn__2714
4795:             1             16  clojure.spec.gen.alpha$fn__2720$fn__2721
4796:             1             16  clojure.spec.gen.alpha$fn__2727$fn__2728
4797:             1             16  clojure.spec.gen.alpha$fn__2734$fn__2735
4798:             1             16  clojure.spec.gen.alpha$fn__2741$fn__2742
4799:             1             16  clojure.spec.gen.alpha$fn__2748$fn__2749
4800:             1             16  clojure.spec.gen.alpha$fn__2755$fn__2756
4801:             1             16  clojure.spec.gen.alpha$fn__2762$fn__2763
4802:             1             16  clojure.spec.gen.alpha$fn__2769$fn__2770
4803:             1             16  clojure.spec.gen.alpha$fn__2776$fn__2777
4804:             1             16  clojure.spec.gen.alpha$fn__2783$fn__2784
4805:             1             16  clojure.spec.gen.alpha$fn__2795$fn__2796
4806:             1             16  clojure.spec.gen.alpha$fn__2802$fn__2803
4807:             1             16  clojure.spec.gen.alpha$fn__2809$fn__2810
4808:             1             16  clojure.spec.gen.alpha$fn__2816$fn__2817
4809:             1             16  clojure.spec.gen.alpha$fn__2823$fn__2824
4810:             1             16  clojure.spec.gen.alpha$fn__2830$fn__2831
4811:             1             16  clojure.spec.gen.alpha$fn__2837$fn__2838
4812:             1             16  clojure.spec.gen.alpha$fn__2844$fn__2845
4813:             1             16  clojure.spec.gen.alpha$fn__2851$fn__2852
4814:             1             16  clojure.spec.gen.alpha$fn__2858$fn__2859
4815:             1             16  clojure.spec.gen.alpha$fn__2865$fn__2866
4816:             1             16  clojure.spec.gen.alpha$fn__2872$fn__2873
4817:             1             16  clojure.spec.gen.alpha$fn__2879$fn__2880
4818:             1             16  clojure.spec.gen.alpha$fn__2886$fn__2887
4819:             1             16  clojure.spec.gen.alpha$fn__2893$fn__2894
4820:             1             16  clojure.spec.gen.alpha$fn__2900$fn__2901
4821:             1             16  clojure.spec.gen.alpha$fn__2907$fn__2908
4822:             1             16  clojure.spec.gen.alpha$fn__2914$fn__2915
4823:             1             16  clojure.spec.gen.alpha$fn__2921$fn__2922
4824:             1             16  clojure.spec.gen.alpha$fn__2928$fn__2929
4825:             1             16  clojure.spec.gen.alpha$fn__2935$fn__2936
4826:             1             16  clojure.spec.gen.alpha$fn__2942$fn__2943
4827:             1             16  clojure.spec.gen.alpha$fn__2957
4828:             1             16  clojure.spec.gen.alpha$for_all_STAR_
4829:             1             16  clojure.spec.gen.alpha$gen_for_name
4830:             1             16  clojure.spec.gen.alpha$gen_for_pred
4831:             1             16  clojure.spec.gen.alpha$lazy_combinator
4832:             1             16  clojure.spec.gen.alpha$lazy_combinators
4833:             1             16  clojure.spec.gen.alpha$lazy_prim
4834:             1             16  clojure.spec.gen.alpha$lazy_prims
4835:             1             16  clojure.spec.gen.alpha$qualified_QMARK_
4836:             1             16  clojure.spec.gen.alpha$quick_check
4837:             1             16  clojure.stacktrace$e
4838:             1             16  clojure.stacktrace$print_cause_trace
4839:             1             16  clojure.stacktrace$print_stack_trace
4840:             1             16  clojure.stacktrace$print_throwable
4841:             1             16  clojure.stacktrace$print_trace_element
4842:             1             16  clojure.stacktrace$root_cause
4843:             1             16  clojure.string$blank_QMARK_
4844:             1             16  clojure.string$capitalize
4845:             1             16  clojure.string$ends_with_QMARK_
4846:             1             16  clojure.string$escape
4847:             1             16  clojure.string$includes_QMARK_
4848:             1             16  clojure.string$index_of
4849:             1             16  clojure.string$join
4850:             1             16  clojure.string$last_index_of
4851:             1             16  clojure.string$lower_case
4852:             1             16  clojure.string$re_quote_replacement
4853:             1             16  clojure.string$replace
4854:             1             16  clojure.string$replace_by
4855:             1             16  clojure.string$replace_first
4856:             1             16  clojure.string$replace_first_by
4857:             1             16  clojure.string$replace_first_char
4858:             1             16  clojure.string$replace_first_str
4859:             1             16  clojure.string$reverse
4860:             1             16  clojure.string$split
4861:             1             16  clojure.string$split_lines
4862:             1             16  clojure.string$starts_with_QMARK_
4863:             1             16  clojure.string$trim
4864:             1             16  clojure.string$trim_newline
4865:             1             16  clojure.string$triml
4866:             1             16  clojure.string$trimr
4867:             1             16  clojure.string$upper_case
4868:             1             16  clojure.template$apply_template
4869:             1             16  clojure.template$do_template
4870:             1             16  clojure.test$add_ns_meta
4871:             1             16  clojure.test$are
4872:             1             16  clojure.test$assert_any
4873:             1             16  clojure.test$assert_predicate
4874:             1             16  clojure.test$compose_fixtures
4875:             1             16  clojure.test$default_fixture
4876:             1             16  clojure.test$deftest
4877:             1             16  clojure.test$deftest_
4878:             1             16  clojure.test$do_report
4879:             1             16  clojure.test$file_and_line
4880:             1             16  clojure.test$file_position
4881:             1             16  clojure.test$fn__9814
4882:             1             16  clojure.test$fn__9816
4883:             1             16  clojure.test$fn__9818
4884:             1             16  clojure.test$fn__9821
4885:             1             16  clojure.test$fn__9824
4886:             1             16  clojure.test$fn__9826
4887:             1             16  clojure.test$fn__9828
4888:             1             16  clojure.test$fn__9830
4889:             1             16  clojure.test$fn__9832
4890:             1             16  clojure.test$fn__9844$fn__9845
4891:             1             16  clojure.test$fn__9850
4892:             1             16  clojure.test$fn__9852
4893:             1             16  clojure.test$fn__9858
4894:             1             16  clojure.test$fn__9861
4895:             1             16  clojure.test$fn__9865
4896:             1             16  clojure.test$fn__9881$fn__9882
4897:             1             16  clojure.test$fn__9887
4898:             1             16  clojure.test$fn__9889
4899:             1             16  clojure.test$function_QMARK_
4900:             1             16  clojure.test$get_possibly_unbound_var
4901:             1             16  clojure.test$inc_report_counter
4902:             1             16  clojure.test$is
4903:             1             16  clojure.test$join_fixtures
4904:             1             16  clojure.test$run_all_tests
4905:             1             16  clojure.test$run_test
4906:             1             16  clojure.test$run_test_var
4907:             1             16  clojure.test$run_tests
4908:             1             16  clojure.test$set_test
4909:             1             16  clojure.test$stacktrace_file_and_line
4910:             1             16  clojure.test$successful_QMARK_
4911:             1             16  clojure.test$test_all_vars
4912:             1             16  clojure.test$test_ns
4913:             1             16  clojure.test$test_var
4914:             1             16  clojure.test$test_vars
4915:             1             16  clojure.test$testing
4916:             1             16  clojure.test$testing_contexts_str
4917:             1             16  clojure.test$testing_vars_str
4918:             1             16  clojure.test$try_expr
4919:             1             16  clojure.test$with_test
4920:             1             16  clojure.test$with_test_out
4921:             1             16  clojure.tools.reader$add_meta
4922:             1             16  clojure.tools.reader$check_eof_error
4923:             1             16  clojure.tools.reader$check_invalid_read_cond
4924:             1             16  clojure.tools.reader$check_reserved_features
4925:             1             16  clojure.tools.reader$dispatch_macros
4926:             1             16  clojure.tools.reader$ending_line_col_info
4927:             1             16  clojure.tools.reader$escape_char
4928:             1             16  clojure.tools.reader$expand_list
4929:             1             16  clojure.tools.reader$flatten_map
4930:             1             16  clojure.tools.reader$garg
4931:             1             16  clojure.tools.reader$has_feature_QMARK_
4932:             1             16  clojure.tools.reader$macro_terminating_QMARK_
4933:             1             16  clojure.tools.reader$macros
4934:             1             16  clojure.tools.reader$map_func
4935:             1             16  clojure.tools.reader$match_feature
4936:             1             16  clojure.tools.reader$ns_name_STAR_
4937:             1             16  clojure.tools.reader$read
4938:             1             16  clojure.tools.reader$read_PLUS_string
4939:             1             16  clojure.tools.reader$read_STAR_
4940:             1             16  clojure.tools.reader$read_arg
4941:             1             16  clojure.tools.reader$read_char_STAR_
4942:             1             16  clojure.tools.reader$read_cond
4943:             1             16  clojure.tools.reader$read_cond_delimited
4944:             1             16  clojure.tools.reader$read_ctor
4945:             1             16  clojure.tools.reader$read_delimited
4946:             1             16  clojure.tools.reader$read_discard
4947:             1             16  clojure.tools.reader$read_dispatch
4948:             1             16  clojure.tools.reader$read_eval
4949:             1             16  clojure.tools.reader$read_fn
4950:             1             16  clojure.tools.reader$read_keyword
4951:             1             16  clojure.tools.reader$read_list
4952:             1             16  clojure.tools.reader$read_map
4953:             1             16  clojure.tools.reader$read_meta
4954:             1             16  clojure.tools.reader$read_namespaced_map
4955:             1             16  clojure.tools.reader$read_number
4956:             1             16  clojure.tools.reader$read_regex
4957:             1             16  clojure.tools.reader$read_set
4958:             1             16  clojure.tools.reader$read_string
4959:             1             16  clojure.tools.reader$read_string_STAR_
4960:             1             16  clojure.tools.reader$read_suppress
4961:             1             16  clojure.tools.reader$read_symbol
