3776508:
 num     #instances         #bytes  class name (module)
1696:             1             32  java.io.DataInputStream (java.base@21.0.11)
1697:             2             32  java.io.FileInputStream$1 (java.base@21.0.11)
1698:             2             32  java.lang.Boolean (java.base@21.0.11)
1699:             1             32  java.lang.Module$ArchivedData (java.base@21.0.11)
1700:             1             32  java.lang.ProcessHandleImpl (java.base@21.0.11)
1701:             2             32  java.lang.Shutdown$Lock (java.base@21.0.11)
1702:             2             32  java.lang.invoke.LambdaFormEditor$1 (java.base@21.0.11)
1703:             1             32  java.lang.invoke.VarHandleByteArrayAsChars$ArrayHandle (java.base@21.0.11)
1704:             1             32  java.lang.invoke.VarHandleByteArrayAsDoubles$ArrayHandle (java.base@21.0.11)
1705:             1             32  java.lang.invoke.VarHandleByteArrayAsFloats$ArrayHandle (java.base@21.0.11)
1706:             1             32  java.lang.invoke.VarHandleByteArrayAsShorts$ArrayHandle (java.base@21.0.11)
1707:             2             32  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda/0x000075b37946bd90 (java.management@21.0.11)
1708:             2             32  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda/0x000075b37946bfe8 (java.management@21.0.11)
1709:             2             32  java.lang.ref.NativeReferenceQueue$Lock (java.base@21.0.11)
1710:             1             32  java.net.URI$Parser (java.base@21.0.11)
1711:             2             32  java.nio.ByteOrder (java.base@21.0.11)
1712:             1             32  java.nio.DirectByteBuffer$Deallocator (java.base@21.0.11)
1713:             1             32  java.security.MessageDigest$Delegate$CloneableDelegate (java.base@21.0.11)
1714:             2             32  java.time.format.DateTimeFormatterBuilder$1 (java.base@21.0.11)
1715:             2             32  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser (java.base@21.0.11)
1716:             1             32  java.util.LinkedList$ListItr (java.base@21.0.11)
1717:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@21.0.11)
1718:             1             32  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue (java.base@21.0.11)
1719:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@21.0.11)
1720:             2             32  java.util.regex.Pattern$Caret (java.base@21.0.11)
1721:             1             32  java.util.stream.SortedOps$SizedRefSortingSink (java.base@21.0.11)
1722:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@21.0.11)
1723:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@21.0.11)
1724:             1             32  jdk.internal.module.ArchivedModuleGraph (java.base@21.0.11)
1725:             2             32  jdk.internal.module.ModuleTarget (java.base@21.0.11)
1726:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@21.0.11)
1727:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@21.0.11)
1728:             1             32  jdk.jfr.internal.Repository (jdk.jfr@21.0.11)
1729:             1             32  jdk.jfr.internal.management.ChunkFilename (jdk.jfr@21.0.11)
1730:             1             32  jdk.jfr.internal.periodic.Batch (jdk.jfr@21.0.11)
1731:             1             32  jdk.jfr.internal.settings.CutoffSetting (jdk.jfr@21.0.11)
1732:             1             32  jdk.jfr.internal.settings.ThrottleSetting (jdk.jfr@21.0.11)
1733:             1             32  jdk.net.ExtendedSocketOptions$1 (jdk.net@21.0.11)
1734:             2             32  jdk.proxy1.$Proxy10 (jdk.proxy1)
1735:             2             32  jdk.proxy1.$Proxy12 (jdk.proxy1)
1736:             2             32  jdk.proxy1.$Proxy19 (jdk.proxy1)
1737:             2             32  jdk.proxy2.$Proxy31 (jdk.proxy2)
1738:             2             32  jdk.proxy2.$Proxy33 (jdk.proxy2)
1739:             1             32  malli.core$eval23706$eval__23713
1740:             2             32  nrepl.util.completion$reify__26144
1741:             1             32  org.eclipse.jetty.ee10.servlet.FilterMapping
1742:             1             32  org.eclipse.jetty.ee10.servlet.ServletContextHandler$ServletContextApi
1743:             1             32  org.eclipse.jetty.ee10.servlet.ServletContextHandler$ServletScopedContext
1744:             1             32  org.eclipse.jetty.http.MimeTypes$Wrapper
1745:             1             32  org.eclipse.jetty.server.Server$DynamicErrorHandler
1746:             1             32  org.eclipse.jetty.server.Server$ServerContext
1747:             2             32  org.eclipse.jetty.util.EmptyTrie
1748:             2             32  org.eclipse.jetty.util.ExceptionUtil$MultiException
1749:             1             32  org.eclipse.jetty.util.thread.ThreadPoolBudget
1750:             2             32  org.slf4j.helpers.NOPLoggerFactory
1751:             2             32  org.slf4j.helpers.NOPMDCAdapter
1752:             2             32  reactor.util.Loggers$Slf4JLogger
1753:             2             32  rewrite_clj.node.whitespace$whitespace_nodes$fn__2810
1754:             1             32  rewrite_clj.node.whitespace.NewlineNode
1755:             2             32  sci.impl.namespaces$time
1756:             2             32  sun.management.spi.PlatformMBeanProvider$PlatformComponent$$Lambda/0x000075b37946cdd8 (java.management@21.0.11)
1757:             2             32  sun.management.spi.PlatformMBeanProvider$PlatformComponent$$Lambda/0x000075b37946d030 (java.management@21.0.11)
1758:             1             32  sun.nio.ch.DummySocketImpl (java.base@21.0.11)
1759:             2             32  sun.nio.ch.SocketDispatcher (java.base@21.0.11)
1760:             1             32  sun.nio.fs.LinuxFileSystem (java.base@21.0.11)
1761:             1             32  sun.nio.fs.NativeBuffer (java.base@21.0.11)
1762:             1             32  sun.reflect.generics.repository.ConstructorRepository (java.base@21.0.11)
1763:             2             32  sun.security.provider.FileInputStreamPool$UnclosableInputStream (java.base@21.0.11)
1764:             1             32  sun.security.provider.SecureRandom (java.base@21.0.11)
1765:             2             32  sun.util.locale.provider.JRELocaleProviderAdapter$$Lambda/0x000075b3794522e8 (java.base@21.0.11)
1766:             2             32  sun.util.locale.provider.JRELocaleProviderAdapter$$Lambda/0x000075b379452760 (java.base@21.0.11)
1767:             2             32  sun.util.locale.provider.JRELocaleProviderAdapter$$Lambda/0x800000063 (java.base@21.0.11)
1768:             2             32  sun.util.locale.provider.JRELocaleProviderAdapter$$Lambda/0x800000064 (java.base@21.0.11)
1769:             2             32  sun.util.locale.provider.JRELocaleProviderAdapter$$Lambda/0x800000066 (java.base@21.0.11)
1770:             1             32  taoensso.encore$eval16778$name_filter__16822
1771:             1             32  taoensso.encore$eval17694$get_env_STAR___17701
1772:             1             32  taoensso.timbre$eval19123$may_log_QMARK___19124
1773:             1             32  taoensso.timbre.appenders.core$spit_appender$self__18682
1774:             1             24  [Lclojure.lang.Compiler$PATHTYPE;
1775:             1             24  [Lcom.fasterxml.jackson.databind.AnnotationIntrospector$ReferenceProperty$Type;
1776:             1             24  [Lcom.fasterxml.jackson.databind.deser.KeyDeserializers;
1777:             1             24  [Lcom.fasterxml.jackson.dataformat.smile.SmileParser$Feature;
1778:             1             24  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property; (java.xml@21.0.11)
1779:             1             24  [Ljava.io.File$PathStatus; (java.base@21.0.11)
1780:             1             24  [Ljava.lang.Thread; (java.base@21.0.11)
1781:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@21.0.11)
1782:             1             24  [Ljava.net.InetSocketAddress; (java.base@21.0.11)
1783:             1             24  [Ljava.net.SocketAddress; (java.base@21.0.11)
1784:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@21.0.11)
1785:             1             24  [Ljava.util.Comparators$NaturalOrderComparator; (java.base@21.0.11)
1786:             1             24  [Ljava.util.Locale$Category; (java.base@21.0.11)
1787:             1             24  [Ljava.util.jar.Manifest; (java.base@21.0.11)
1788:             1             24  [Lorg.eclipse.jetty.http.MultiPartCompliance;
1789:             1             24  [Lorg.eclipse.jetty.server.ConnectionFactory;
1790:             1             24  [Lorg.slf4j.helpers.Reporter$TargetChoice;
1791:             1             24  cheshire.generate$eval294$fn__295$G__285__302
1792:             1             24  clj_surgeon.mcp_http_server$start$fn__26485
1793:             1             24  clj_surgeon.mcp_http_server$start_http_server_BANG_$fn__26474
1794:             1             24  clj_surgeon.mcp_http_server.proxy$jakarta.servlet.http.HttpServlet$ff19274a
1795:             1             24  clojure.core$constantly$fn__5761
1796:             1             24  clojure.core$emit_defrecord$eqhash__7938
1797:             1             24  clojure.core$emit_defrecord$ilookup__7950
1798:             1             24  clojure.core$emit_defrecord$ilookup__7950$fn__7956
1799:             1             24  clojure.core$emit_defrecord$imap__7960$fn__7964
1800:             1             24  clojure.core$fn__8524$G__8519__8529
1801:             1             24  clojure.core$generate_proxy$iter__7177__7183$fn__7184$iter__7179__7185
1802:             1             24  clojure.core$map$fn__5952
1803:             1             24  clojure.core$map$fn__5952$fn__5953
1804:             1             24  clojure.core$mapv$fn__8569
1805:             1             24  clojure.core$print_prefix_map$fn__7439
1806:             1             24  clojure.core$replace$fn__6523
1807:             1             24  clojure.core.VecNode
1808:             1             24  clojure.core.protocols$fn__8207$G__8202__8220
1809:             1             24  clojure.core.protocols$fn__8233$G__8228__8242
1810:             1             24  clojure.core.protocols$fn__8287$G__8282__8296
1811:             1             24  clojure.core.protocols$fn__8307$G__8302__8312
1812:             1             24  clojure.core.protocols$fn__8331$G__8326__8340
1813:             1             24  clojure.core.specs.alpha$fn__117$fn__123
1814:             1             24  clojure.core.specs.alpha$fn__54$fn__60
1815:             1             24  clojure.core.specs.alpha$fn__69$fn__75
1816:             1             24  clojure.core.specs.alpha$fn__81$fn__87
1817:             1             24  clojure.data.json$eval14867$fn__14868$G__14858__14877
1818:             1             24  clojure.instant$fn__8477$fn__8478
1819:             1             24  clojure.java.io$fn__11518$G__11513__11523
1820:             1             24  clojure.java.io$fn__11529$G__11511__11534
1821:             1             24  clojure.java.io$fn__11572$G__11561__11579
1822:             1             24  clojure.java.io$fn__11585$G__11567__11592
1823:             1             24  clojure.java.io$fn__11598$G__11563__11605
1824:             1             24  clojure.java.io$fn__11611$G__11565__11618
1825:             1             24  clojure.java.process$fn$reify__11949
1826:             1             24  clojure.lang.AFunction$1
1827:             1             24  clojure.lang.Agent$1
1828:             1             24  clojure.pprint$fn__11183$fn__11184
1829:             1             24  clojure.pprint$fn__11215$fn__11216
1830:             1             24  clojure.pprint$fn__11313$fn__11314
1831:             1             24  clojure.pprint$fn__11392$fn__11393
1832:             1             24  clojure.run.exec$exec$fn__163
1833:             1             24  clojure.run.exec$set_daemon_agent_executor$reify__211
1834:             1             24  clojure.spec.alpha$and_spec_impl$fn__2166
1835:             1             24  clojure.spec.alpha$fn__1659$G__1644__1666
1836:             1             24  clojure.spec.alpha$fn__1672$G__1648__1685
1837:             1             24  clojure.spec.alpha$fn__1691$G__1654__1696
1838:             1             24  clojure.spec.alpha$fn__1702$G__1650__1713
1839:             1             24  clojure.spec.alpha$fn__1719$G__1646__1726
1840:             1             24  clojure.spec.alpha$fn__1732$G__1652__1739
1841:             1             24  clojure.spec.alpha$fn__1769$G__1764__1778
1842:             1             24  clojure.spec.alpha$nonconforming$reify__2538
1843:             1             24  clojure.spec.gen.alpha$fn__2626$generate__2637
1844:             1             24  clojure.spec.gen.alpha$fn__2626$generator_QMARK___2633
1845:             1             24  clojure.spec.gen.alpha$fn__2626$generator__2635
1846:             1             24  clojure.spec.gen.alpha$fn__2650$hash_map__2653
1847:             1             24  clojure.spec.gen.alpha$fn__2657$list__2660
1848:             1             24  clojure.spec.gen.alpha$fn__2664$map__2667
1849:             1             24  clojure.spec.gen.alpha$fn__2671$not_empty__2674
1850:             1             24  clojure.spec.gen.alpha$fn__2678$set__2681
1851:             1             24  clojure.spec.gen.alpha$fn__2685$vector__2688
1852:             1             24  clojure.spec.gen.alpha$fn__2692$vector_distinct__2695
1853:             1             24  clojure.spec.gen.alpha$fn__2699$elements__2702
1854:             1             24  clojure.spec.gen.alpha$fn__2706$bind__2709
1855:             1             24  clojure.spec.gen.alpha$fn__2713$choose__2716
1856:             1             24  clojure.spec.gen.alpha$fn__2720$fmap__2723
1857:             1             24  clojure.spec.gen.alpha$fn__2727$one_of__2730
1858:             1             24  clojure.spec.gen.alpha$fn__2734$such_that__2737
1859:             1             24  clojure.spec.gen.alpha$fn__2741$tuple__2744
1860:             1             24  clojure.spec.gen.alpha$fn__2748$sample__2751
1861:             1             24  clojure.spec.gen.alpha$fn__2755$return__2758
1862:             1             24  clojure.spec.gen.alpha$fn__2762$large_integer_STAR___2765
1863:             1             24  clojure.spec.gen.alpha$fn__2769$double_STAR___2772
1864:             1             24  clojure.spec.gen.alpha$fn__2776$frequency__2779
1865:             1             24  clojure.spec.gen.alpha$fn__2783$shuffle__2786
1866:             1             24  clojure.spec.gen.alpha$fn__2795$any__2798
1867:             1             24  clojure.spec.gen.alpha$fn__2802$any_printable__2805
1868:             1             24  clojure.spec.gen.alpha$fn__2809$boolean__2812
1869:             1             24  clojure.spec.gen.alpha$fn__2816$bytes__2819
1870:             1             24  clojure.spec.gen.alpha$fn__2823$char__2826
1871:             1             24  clojure.spec.gen.alpha$fn__2830$char_alpha__2833
1872:             1             24  clojure.spec.gen.alpha$fn__2837$char_alphanumeric__2840
1873:             1             24  clojure.spec.gen.alpha$fn__2844$char_ascii__2847
1874:             1             24  clojure.spec.gen.alpha$fn__2851$double__2854
1875:             1             24  clojure.spec.gen.alpha$fn__2858$int__2861
1876:             1             24  clojure.spec.gen.alpha$fn__2865$keyword__2868
1877:             1             24  clojure.spec.gen.alpha$fn__2872$keyword_ns__2875
1878:             1             24  clojure.spec.gen.alpha$fn__2879$large_integer__2882
1879:             1             24  clojure.spec.gen.alpha$fn__2886$ratio__2889
1880:             1             24  clojure.spec.gen.alpha$fn__2893$simple_type__2896
1881:             1             24  clojure.spec.gen.alpha$fn__2900$simple_type_printable__2903
1882:             1             24  clojure.spec.gen.alpha$fn__2907$string__2910
1883:             1             24  clojure.spec.gen.alpha$fn__2914$string_ascii__2917
1884:             1             24  clojure.spec.gen.alpha$fn__2921$string_alphanumeric__2924
1885:             1             24  clojure.spec.gen.alpha$fn__2928$symbol__2931
1886:             1             24  clojure.spec.gen.alpha$fn__2935$symbol_ns__2938
1887:             1             24  clojure.spec.gen.alpha$fn__2942$uuid__2945
1888:             1             24  clojure.tools.reader.default_data_readers$fn__2271$fn__2272
1889:             1             24  clojure.tools.reader.default_data_readers$fn__2282$fn__2283
1890:             1             24  clojure.tools.reader.reader_types$eval1813$fn__1814$G__1804__1819
1891:             1             24  clojure.tools.reader.reader_types$eval1813$fn__1825$G__1802__1830
1892:             1             24  clojure.tools.reader.reader_types$eval1850$fn__1851$G__1841__1858
1893:             1             24  clojure.tools.reader.reader_types$eval1882$fn__1883$G__1869__1888
1894:             1             24  clojure.tools.reader.reader_types$eval1882$fn__1894$G__1871__1899
1895:             1             24  clojure.tools.reader.reader_types$eval1882$fn__1905$G__1873__1910
1896:             1             24  clojure.tools.reader.reader_types$eval1967$fn__1968$G__1958__1973
1897:             1             24  clojure.tools.reader.reader_types$eval2009$fn__2010$G__2000__2017
1898:             1             24  com.fasterxml.jackson.annotation.JsonFormat$Features
1899:             1             24  com.fasterxml.jackson.annotation.JsonSetter$Value
1900:             1             24  com.fasterxml.jackson.core.ErrorReportConfiguration
1901:             1             24  com.fasterxml.jackson.core.util.BufferRecycler
1902:             1             24  com.fasterxml.jackson.core.util.DefaultIndenter
1903:             1             24  com.fasterxml.jackson.databind.AnnotationIntrospector$ReferenceProperty
1904:             1             24  com.fasterxml.jackson.databind.cfg.ContextAttributes$Impl
1905:             1             24  com.fasterxml.jackson.databind.cfg.DefaultCacheProvider
1906:             1             24  com.fasterxml.jackson.databind.cfg.SerializerFactoryConfig
1907:             1             24  com.fasterxml.jackson.databind.deser.impl.FailingDeserializer
1908:             1             24  com.fasterxml.jackson.databind.deser.std.NumberDeserializers$NumberDeserializer
1909:             1             24  com.fasterxml.jackson.databind.deser.std.StringDeserializer
1910:             1             24  com.fasterxml.jackson.databind.deser.std.UntypedObjectDeserializerNR
1911:             1             24  com.fasterxml.jackson.databind.ext.OptionalHandlerFactory
1912:             1             24  com.fasterxml.jackson.databind.introspect.AnnotatedMethodCollector
1913:             1             24  com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector
1914:             1             24  com.fasterxml.jackson.databind.jdk14.JDK14Util$RecordAccessor
1915:             1             24  com.fasterxml.jackson.databind.ser.impl.FailingSerializer
1916:             1             24  com.fasterxml.jackson.databind.ser.std.UUIDSerializer
1917:             1             24  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$DrainStatus$1
1918:             1             24  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$DrainStatus$2
1919:             1             24  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$DrainStatus$3
1920:             1             24  com.networknt.schema.keyword.FormatKeyword
1921:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$2 (jdk.management@21.0.11)
1922:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$5 (jdk.management@21.0.11)
1923:             1             24  com.sun.org.apache.xerces.internal.impl.Constants$ArrayEnumeration (java.xml@21.0.11)
1924:             1             24  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$ContentDriver (java.xml@21.0.11)
1925:             1             24  com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl (java.xml@21.0.11)
1926:             1             24  io.modelcontextprotocol.json.schema.jackson.DefaultJsonSchemaValidator
1927:             1             24  io.modelcontextprotocol.spec.McpSchema$CompleteResult
1928:             1             24  io.modelcontextprotocol.spec.McpSchema$CompleteResult$CompleteCompletion
1929:             1             24  java.io.UnixFileSystem (java.base@21.0.11)
1930:             1             24  java.lang.ProcessEnvironment$StringEnvironment (java.base@21.0.11)
1931:             1             24  java.lang.ProcessHandleImpl$$Lambda/0x000075b37946d738 (java.base@21.0.11)
1932:             1             24  java.lang.invoke.MethodHandleImpl$ArrayAccessor$1 (java.base@21.0.11)
1933:             1             24  java.lang.invoke.MethodHandleImpl$BindCaller$1 (java.base@21.0.11)
1934:             1             24  java.lang.invoke.TypeConvertingMethodAdapter (java.base@21.0.11)
1935:             1             24  java.lang.reflect.Proxy$1 (java.base@21.0.11)
1936:             1             24  java.lang.reflect.ReflectPermission (java.base@21.0.11)
1937:             1             24  java.net.Inet6AddressImpl (java.base@21.0.11)
1938:             1             24  java.net.InetAddress$NameServiceAddresses (java.base@21.0.11)
1939:             1             24  java.nio.file.LinkOption (java.base@21.0.11)
1940:             1             24  java.security.cert.CertificateFactory (java.base@21.0.11)
1941:             1             24  java.time.ZoneRegion (java.base@21.0.11)
1942:             1             24  java.time.format.DecimalStyle (java.base@21.0.11)
1943:             1             24  java.time.temporal.IsoFields$Field$1 (java.base@21.0.11)
1944:             1             24  java.time.temporal.IsoFields$Field$2 (java.base@21.0.11)
1945:             1             24  java.time.temporal.IsoFields$Field$3 (java.base@21.0.11)
1946:             1             24  java.time.temporal.IsoFields$Field$4 (java.base@21.0.11)
1947:             1             24  java.time.zone.TzdbZoneRulesProvider (java.base@21.0.11)
1948:             1             24  java.util.Collections$CopiesList (java.base@21.0.11)
1949:             1             24  java.util.Collections$EmptyMap (java.base@21.0.11)
1950:             1             24  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$1 (java.base@21.0.11)
1951:             1             24  java.util.Comparators$NaturalOrderComparator (java.base@21.0.11)
1952:             1             24  java.util.Date (java.base@21.0.11)
1953:             1             24  java.util.Locale$Cache (java.base@21.0.11)
1954:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@21.0.11)
1955:             1             24  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@21.0.11)
1956:             1             24  java.util.stream.DistinctOps$1$2 (java.base@21.0.11)
1957:             1             24  java.util.stream.Streams$2 (java.base@21.0.11)
1958:             1             24  java.util.stream.Streams$ConcatSpliterator$OfRef (java.base@21.0.11)
1959:             1             24  jdk.internal.jimage.ImageLocation (java.base@21.0.11)
1960:             1             24  jdk.internal.jimage.ImageReader (java.base@21.0.11)
1961:             1             24  jdk.internal.module.ModuleBootstrap$SafeModuleFinder (java.base@21.0.11)
1962:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@21.0.11)
1963:             1             24  jdk.internal.ref.CleanerImpl (java.base@21.0.11)
1964:             1             24  jdk.internal.util.ReferencedKeyMap (java.base@21.0.11)
1965:             1             24  jdk.internal.vm.ThreadContainers$RootContainer$TrackingRootContainer (java.base@21.0.11)
1966:             1             24  jdk.jfr.internal.ShutdownHook (jdk.jfr@21.0.11)
1967:             1             24  jdk.jfr.internal.periodic.BatchManager (jdk.jfr@21.0.11)
1968:             1             24  jdk.jfr.internal.periodic.TaskRepository (jdk.jfr@21.0.11)
1969:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@21.0.11)
1970:             1             24  malli.core$_map_of_schema$reify__23042
1971:             1             24  malli.core$_map_schema$reify__22923
1972:             1             24  malli.core$_multi_schema$reify__23279
1973:             1             24  malli.core$_ref_schema$reify__23341
1974:             1             24  malli.core$_tuple_schema$reify__23155
1975:             1             24  malli.core$eval21428$fn__21429$G__21411__21434
1976:             1             24  malli.core$eval21428$fn__21440$G__21417__21447
1977:             1             24  malli.core$eval21428$fn__21453$G__21413__21458
1978:             1             24  malli.core$eval21428$fn__21464$G__21419__21475
1979:             1             24  malli.core$eval21428$fn__21481$G__21415__21488
1980:             1             24  malli.core$eval21528$fn__21529$G__21499__21534
1981:             1             24  malli.core$eval21528$fn__21540$G__21519__21545
1982:             1             24  malli.core$eval21528$fn__21551$G__21503__21562
1983:             1             24  malli.core$eval21528$fn__21568$G__21509__21573
1984:             1             24  malli.core$eval21528$fn__21579$G__21501__21590
1985:             1             24  malli.core$eval21528$fn__21596$G__21513__21603
1986:             1             24  malli.core$eval21528$fn__21609$G__21517__21614
1987:             1             24  malli.core$eval21528$fn__21620$G__21507__21625
1988:             1             24  malli.core$eval21528$fn__21631$G__21505__21636
1989:             1             24  malli.core$eval21528$fn__21642$G__21511__21647
1990:             1             24  malli.core$eval21528$fn__21653$G__21515__21658
1991:             1             24  malli.core$eval21680$fn__21681$G__21671__21690
1992:             1             24  malli.core$eval21680$fn__21696$G__21669__21703
1993:             1             24  malli.core$eval21729$fn__21730$G__21720__21735
1994:             1             24  malli.core$eval21729$fn__21741$G__21718__21746
1995:             1             24  malli.core$eval21729$fn__21752$G__21714__21757
1996:             1             24  malli.core$eval21729$fn__21763$G__21716__21768
1997:             1             24  malli.core$eval21790$fn__21791$G__21779__21796
1998:             1             24  malli.core$eval21790$fn__21802$G__21781__21807
1999:             1             24  malli.core$eval21827$fn__21828$G__21818__21833
2000:             1             24  malli.core$eval21857$fn__21858$G__21844__21863
2001:             1             24  malli.core$eval21857$fn__21869$G__21846__21878
2002:             1             24  malli.core$eval21857$fn__21884$G__21848__21893
2003:             1             24  malli.core$eval21915$fn__21916$G__21904__21921
2004:             1             24  malli.core$eval21915$fn__21927$G__21906__21932
2005:             1             24  malli.core$eval21956$fn__21957$G__21943__21968
2006:             1             24  malli.core$eval21956$fn__21974$G__21947__21987
2007:             1             24  malli.core$eval21956$fn__21993$G__21945__22004
2008:             1             24  malli.core$eval22026$fn__22027$G__22015__22032
2009:             1             24  malli.core$eval22026$fn__22038$G__22017__22049
2010:             1             24  malli.core$eval22081$fn__22082$G__22062__22087
2011:             1             24  malli.core$eval22081$fn__22093$G__22064__22100
2012:             1             24  malli.core$eval22081$fn__22106$G__22066__22111
2013:             1             24  malli.core$eval22081$fn__22117$G__22070__22128
2014:             1             24  malli.core$eval22081$fn__22134$G__22068__22139
2015:             1             24  malli.core$eval22081$fn__22145$G__22072__22152
2016:             1             24  malli.core$eval22081$fn__22158$G__22060__22163
2017:             1             24  malli.core$eval22189$fn__22190$G__22180__22201
2018:             1             24  malli.core$eval22189$fn__22207$G__22174__22212
2019:             1             24  malli.core$eval22189$fn__22218$G__22176__22223
2020:             1             24  malli.core$eval22189$fn__22229$G__22178__22234
2021:             1             24  malli.core$eval22256$fn__22257$G__22247__22266
2022:             1             24  malli.core$eval22256$fn__22272$G__22245__22277
2023:             1             24  malli.error$eval24289$_en_humanize_negation__24291
2024:             1             24  malli.impl.regex$eval20539$fn__20540$G__20530__20545
2025:             1             24  malli.impl.regex$eval20539$fn__20551$G__20528__20556
2026:             1             24  malli.impl.regex$eval20539$fn__20562$G__20526__20567
2027:             1             24  malli.impl.regex$eval20589$fn__20590$G__20580__20605
2028:             1             24  malli.impl.regex$eval20589$fn__20611$G__20578__20626
2029:             1             24  malli.impl.regex$eval20654$fn__20655$G__20645__20660
2030:             1             24  malli.impl.regex$eval20654$fn__20666$G__20637__20681
2031:             1             24  malli.impl.regex$eval20654$fn__20687$G__20639__20702
2032:             1             24  malli.impl.regex$eval20654$fn__20708$G__20643__20717
2033:             1             24  malli.impl.regex$eval20654$fn__20723$G__20641__20730
2034:             1             24  malli.impl.regex$eval20756$fn__20757$G__20747__20762
2035:             1             24  malli.impl.regex$eval20756$fn__20768$G__20743__20785
2036:             1             24  malli.impl.regex$eval20756$fn__20791$G__20745__20798
2037:             1             24  malli.impl.regex$eval20756$fn__20804$G__20741__20821
2038:             1             24  malli.impl.regex$eval21127$fn__21128$G__21118__21139
2039:             1             24  malli.registry$composite_registry$reify__21292
2040:             1             24  malli.registry$eval21248$fn__21249$G__21237__21256
2041:             1             24  malli.registry$eval21248$fn__21262$G__21239__21267
2042:             1             24  malli.registry$fast_registry$reify__21280
2043:             1             24  nrepl.bencode$eval11321$fn__11322$G__11312__11329
2044:             1             24  nrepl.socket$eval11496$fn__11497$G__11487__11502
2045:             1             24  nrepl.socket$eval11534$fn__11535$G__11525__11540
2046:             1             24  nrepl.socket$eval11568$fn__11569$G__11559__11584
2047:             1             24  nrepl.socket$eval11635$fn__11636$G__11626__11641
2048:             1             24  nrepl.socket$eval11673$fn__11674$G__11664__11679
2049:             1             24  nrepl.socket$fn__11444$fn__11445
2050:             1             24  nrepl.socket$fn__11459$fn__11460
2051:             1             24  nrepl.socket$fn__11463$fn__11464
2052:             1             24  nrepl.transport$eval11784$fn__11785$G__11773__11794
2053:             1             24  nrepl.transport$eval11784$fn__11802$G__11775__11809
2054:             1             24  nrepl.util.completion$eval25688$with_classpath_cache_STAR___25689
2055:             1             24  nrepl.util.completion$resolve_class$fn__25678
2056:             1             24  org.apache.tika.mime.MediaTypeRegistry
2057:             1             24  org.eclipse.jetty.ee10.servlet.FilterHolder$Config
2058:             1             24  org.eclipse.jetty.http.MimeTypes$1
2059:             1             24  org.eclipse.jetty.http.MimeTypes$1$$Lambda/0x000075b37965b830
2060:             1             24  org.eclipse.jetty.http.MimeTypes$1$$Lambda/0x000075b37965bcb8
2061:             1             24  org.eclipse.jetty.http.MimeTypes$Mutable
2062:             1             24  org.eclipse.jetty.io.ByteBufferPool$Sized
2063:             1             24  org.eclipse.jetty.server.AbstractConnector$1
2064:             1             24  org.eclipse.jetty.server.AbstractConnector$Acceptor
2065:             1             24  org.eclipse.jetty.util.Uptime$DefaultImpl
2066:             1             24  org.eclipse.jetty.util.component.DumpableMap
2067:             1             24  org.eclipse.jetty.util.resource.FileSystemPool
2068:             1             24  org.eclipse.jetty.util.thread.ThreadIdPool
2069:             1             24  org.slf4j.helpers.BasicMDCAdapter
2070:             1             24  org.slf4j.helpers.BasicMDCAdapter$1
2071:             1             24  org.slf4j.helpers.NOP_FallbackServiceProvider
2072:             1             24  org.slf4j.helpers.SubstituteLoggerFactory
2073:             1             24  org.slf4j.helpers.SubstituteServiceProvider
2074:             1             24  org.slf4j.nop.NOPServiceProvider
2075:             1             24  rewrite_clj.node.coercer$eval3483$map__GT_children__3484
2076:             1             24  rewrite_clj.node.protocols$eval1180$fn__1181$G__1169__1186
2077:             1             24  rewrite_clj.node.protocols$eval1180$fn__1192$G__1165__1197
2078:             1             24  rewrite_clj.node.protocols$eval1180$fn__1203$G__1171__1208
