name	started_utc	elapsed_ms	exit	receipt
base-checkout-registration	2026-09-12T06:31:21.590456+00:00	15	128	/home/forge/src/clj-surgeon-bbtower/docs/observations/2026-09-12-bbtower-block-b/attempt4/base-checkout.json
