index	elapsed_ms
0	33.060291
1	1.394209
2	1.009625
3	0.640542
4	0.415333
5	0.394875
6	0.347292
7	0.47275
8	0.668792
9	0.382583
10	0.290916
11	0.323042
12	0.298125
13	0.286083
14	0.262709
15	0.270625
16	0.25175
17	0.368083
18	0.649583
19	0.343208
20	0.200708
21	0.119959
22	0.092
23	0.088583
24	0.096
25	0.081667
26	0.112875
27	0.116125
28	0.082416
29	0.089292
30	0.090417
31	0.096417
32	0.094667
33	0.0995
34	0.07925
35	0.079792
36	0.085833
37	0.080166
38	0.078958
39	0.078958
40	0.076042
41	0.080875
42	0.14575
43	0.107042
44	0.082875
45	0.08475
46	0.080208
47	0.083333
48	0.081084
49	0.078875
50	0.079416
51	0.248166
52	0.094583
53	0.082834
54	0.080833
55	0.085125
56	0.1075
57	0.087833
58	0.092625
59	0.080792
60	0.189709
61	0.0965
62	0.122916
63	1.315792
64	0.126542
65	0.103042
66	0.0935
67	0.092791
68	0.204542
69	0.093709
70	0.089542
71	0.091625
72	0.092125
73	0.095458
74	0.091
75	0.090333
76	0.089125
77	0.090333
78	0.089208
79	0.094416
80	0.08825
81	0.08775
82	0.105625
83	0.088916
84	0.08925
85	0.111792
86	0.090334
87	0.088583
88	0.088417
89	0.087125
90	0.088291
91	0.090583
92	0.089958
93	0.090417
94	0.088625
95	0.096458
96	0.090208
97	0.0895
98	0.087167
99	0.099792
100	0.102292
101	0.096375
102	0.099917
103	0.129917
104	0.093209
105	0.090875
106	0.091125
107	0.090458
108	0.093541
109	0.095416
110	0.112458
111	0.094666
112	0.090625
113	0.109917
114	0.096083
115	0.095041
116	0.090166
117	0.114375
118	0.103417
119	0.092125
120	0.096166
121	0.109917
122	0.094375
123	0.092584
124	0.572209
125	0.2945
126	0.263291
127	0.244833
128	0.128917
129	0.108833
130	0.102625
131	0.09925
132	0.096625
133	0.143125
134	0.093416
135	0.117958
136	0.100167
137	0.098583
138	0.09675
139	0.0955
140	0.21625
141	0.093917
142	0.089167
143	0.099041
144	0.090417
145	0.089834
146	0.105417
147	0.088166
148	0.091541
149	0.090166
150	0.096333
151	0.083125
152	0.152584
153	0.324208
154	0.38175
155	0.322459
156	0.211292
157	0.089334
158	0.087625
159	0.1015
160	0.08925
161	0.08
162	0.077916
163	0.078667
164	0.07875
165	0.097875
166	0.08125
167	0.077125
168	0.075792
169	0.080625
170	0.078875
171	0.080042
172	0.440791
173	0.218709
174	0.134584
175	0.101875
176	0.24375
177	0.198417
178	0.245667
179	0.202958
180	0.258125
181	0.097208
182	0.101667
183	0.094125
184	0.213959
185	0.129625
186	0.0855
187	0.079667
188	0.074625
189	0.075875
190	0.074458
191	0.192916
192	0.087
193	0.0765
194	0.072167
195	0.076125
196	0.136792
197	0.070834
198	0.071666
199	0.086417
200	0.077875
201	0.073208
202	0.071084
203	0.069667
204	0.069875
205	0.082208
206	0.071875
207	0.068791
208	0.06825
209	0.082541
210	0.069291
211	0.067833
212	0.269458
213	0.228541
214	0.185667
215	0.167042
216	0.16075
217	0.165292
218	0.159542
219	0.1635
220	0.476833
221	0.184
222	0.16625
223	0.1765
224	0.1585
225	0.158458
226	0.158375
227	0.161333
228	0.16275
229	0.16225
230	0.155375
231	0.155416
232	0.156959
233	0.157292
234	0.165167
235	0.186125
236	0.164042
237	0.194291
238	0.174583
239	0.158875
240	0.157167
241	0.1565
242	0.1565
243	0.156583
244	0.157709
245	0.159625
246	0.159458
247	0.15475
248	0.158083
249	0.159167
250	0.159417
251	0.1595
252	0.155458
253	0.157791
254	0.1755
255	0.402458
256	0.180292
257	0.2225
258	0.168708
259	0.299583
260	0.225542
261	0.181625
262	0.307834
263	0.160084
264	0.168708
265	0.216875
266	0.14725
267	0.074792
268	0.068459
269	0.069458
270	0.0685
271	0.07325
272	0.062458
273	0.074875
274	0.068042
275	0.066583
276	0.067083
277	0.065083
278	0.071208
279	0.065834
280	0.279167
281	0.072959
282	0.062583
283	0.063875
284	0.063208
285	0.063
286	0.073166
287	0.071167
288	0.062792
289	0.063208
290	0.063333
291	0.065209
292	0.071875
293	0.064292
294	0.062541
295	0.063083
296	0.063875
297	0.065042
298	0.064208
299	0.077292
300	0.109375
301	0.073875
302	0.066333
303	0.067958
304	0.064708
305	0.064958
306	0.071417
307	0.063833
308	0.064583
309	0.064583
310	0.073459
311	0.064
312	0.063875
313	0.064291
314	0.073166
315	0.063625
316	0.063583
317	0.062875
318	0.063458
319	0.089083
320	0.063792
321	0.062333
322	0.065209
323	0.063709
324	0.064375
325	0.062625
326	0.063875
327	0.160792
328	0.277917
329	0.549958
330	0.0685
331	0.180834
332	0.074125
333	0.072625
334	0.065916
335	0.067792
336	0.064042
337	0.149208
338	0.078
339	0.062959
340	0.071042
341	0.064042
342	0.133166
343	0.062792
344	0.061584
345	0.065333
346	0.061375
347	0.125666
348	0.112458
349	0.062459
350	0.062083
351	0.062292
352	0.059791
353	0.060708
354	0.060958
355	0.061458
356	0.060917
357	0.062
358	0.060084
359	0.060459
360	0.061125
361	0.061333
362	0.064208
363	0.061291
364	0.062459
365	0.063458
366	0.082583
367	0.065042
368	0.061625
369	0.065917
370	0.060917
371	0.061625
372	0.060042
373	0.065292
374	0.061125
375	0.060833
376	0.061167
377	0.061375
378	0.061917
379	0.061959
380	0.060916
381	0.060125
382	0.0615
383	0.073667
384	0.061459
385	0.060166
386	0.061167
387	0.060708
388	0.06
389	0.061166
390	0.063
391	0.06225
392	0.063916
393	0.063417
394	0.05975
395	0.061542
396	0.103792
397	0.062125
398	0.071708
399	0.062542
400	0.064875
401	0.063333
402	0.068833
403	0.060167
404	0.062417
405	0.064166
406	0.058833
407	0.157292
408	0.065458
409	0.0615
410	0.059208
411	0.067083
412	0.059166
413	0.058958
414	0.059916
415	0.149667
416	0.063625
417	0.068042
418	0.0635
419	0.058375
420	0.059833
421	0.059709
422	0.058958
423	0.058084
424	0.058125
425	0.058875
426	0.058334
427	0.058084
428	0.058875
429	0.064625
430	0.058958
431	0.058291
432	0.058208
433	0.059792
434	0.059416
435	0.066417
436	0.059792
437	0.05825
438	0.059166
439	0.060916
440	0.059625
441	0.059209
442	0.060333
443	0.057709
444	0.058
445	0.058792
446	0.059459
447	0.17325
448	0.221208
449	0.073041
450	0.062125
451	0.070792
452	0.059792
453	0.077292
454	0.067709
455	0.05875
456	0.059916
457	0.0605
458	0.059333
459	0.058042
460	0.058
461	0.061542
462	0.0655
463	0.059417
464	0.060791
465	0.058791
466	0.061291
467	0.059917
468	0.187375
469	0.19575
470	0.151125
471	0.291292
472	0.080375
473	0.05975
474	0.064708
475	0.058417
476	0.056833
477	0.062959
478	0.056291
479	0.057625
480	0.056833
481	0.058084
482	0.067375
483	0.05725
484	0.063583
485	0.075666
486	0.07825
487	0.055292
488	0.063792
489	0.057
490	0.055833
491	0.055083
492	0.055375
493	0.054417
494	0.057042
495	0.056458
496	0.055333
497	0.056709
498	0.056
499	0.055292
500	0.067958
501	0.063917
502	0.062375
503	0.056417
504	0.059041
505	0.064042
506	0.059584
507	0.05775
508	0.059917
509	0.058792
510	0.05775
511	0.109
512	0.061125
513	0.066458
514	0.204792
515	0.058208
516	0.05825
517	0.056041
518	0.055625
519	0.055125
520	0.056
521	0.056417
522	0.057209
523	0.055708
524	0.116625
525	0.056625
526	0.055584
527	0.0565
528	0.057958
529	0.082625
530	0.056625
531	0.056625
532	0.057
533	0.056542
534	0.06075
535	0.055792
536	0.057083
537	0.163834
538	0.056917
539	0.056167
540	0.057792
541	0.068625
542	0.060458
543	0.056625
544	0.058
545	0.05475
546	0.054583
547	0.054417
548	0.054375
549	0.056333
550	0.05525
551	0.162542
552	0.192958
553	0.146584
554	0.13525
555	0.143083
556	0.113333
557	0.066583
558	0.284
559	0.1415
560	0.133667
561	0.129458
562	0.154666
563	0.250042
564	0.148625
565	0.130459
566	0.12625
567	0.131084
568	0.126291
569	0.12825
570	0.128625
571	0.124125
572	0.121208
573	0.126709
574	0.126541
575	0.166417
576	0.127041
577	0.124208
578	0.128166
579	0.12975
580	0.147042
581	0.125042
582	0.12225
583	0.14575
584	0.123208
585	0.131334
586	0.133416
587	0.22525
588	0.147792
589	0.162166
590	0.131875
591	0.131541
592	0.137
593	0.240625
594	0.1535
595	0.144
596	0.176708
597	0.159167
598	0.113208
599	0.062708
600	0.058708
601	0.059875
602	0.058333
603	0.057083
604	0.06275
605	0.056375
606	0.056333
607	0.061208
608	0.056708
609	0.055209
610	0.066917
611	0.057541
612	0.05525
613	0.056708
614	0.057875
615	0.055583
616	0.055209
617	0.055208
618	0.055458
619	0.054417
620	0.054333
621	0.054625
622	0.055917
623	0.05625
624	0.054542
625	0.054916
626	0.055042
627	0.062375
628	0.054333
629	0.056042
630	0.066084
631	0.072791
632	0.054709
633	0.052458
634	0.053458
635	0.052292
636	0.051041
637	0.05275
638	0.053666
639	0.062917
640	0.309917
641	0.106542
642	0.056
643	0.058542
644	0.05475
645	0.056834
646	0.050917
647	0.052708
648	0.0535
649	0.053792
650	0.055875
651	0.053375
652	0.051375
653	0.053458
654	0.051917
655	0.053334
656	0.051042
657	0.052
658	0.053875
659	0.05225
660	0.053583
661	0.052041
662	0.054042
663	0.052583
664	0.05275
665	0.054292
666	0.069125
667	0.053834
668	0.052375
669	0.053125
670	0.053583
671	0.052041
672	0.052
673	0.052458
674	0.051333
675	0.052625
676	0.051083
677	0.054208
678	0.055375
679	0.0515
680	0.052625
681	0.081917
682	0.07175
683	0.05775
684	0.057209
685	0.055833
686	0.052916
687	0.055083
688	0.052375
689	0.052916
690	0.053792
691	0.053209
692	0.051959
693	0.05225
694	0.052792
695	0.052208
696	0.053458
697	0.053209
698	0.060083
699	0.053375
700	0.052
701	0.05125
702	0.051375
703	0.054167
704	0.053917
705	0.067417
706	0.056
707	0.053416
708	0.051834
709	0.05325
710	0.089167
711	0.051584
712	0.054208
713	0.056125
714	0.054
715	0.055458
716	0.055209
717	0.053959
718	0.051667
719	0.054417
720	0.162541
721	0.072334
722	0.065625
723	0.066625
724	0.061666
725	0.057
726	0.05375
727	0.050875
728	0.059417
729	0.134583
730	0.052875
731	0.050166
732	0.051875
733	0.052875
734	0.053834
735	0.053625
736	0.050416
737	0.05125
738	0.051125
739	0.051333
740	0.153708
741	0.173042
742	0.134875
743	0.133625
744	0.141083
745	0.117709
746	0.11575
747	0.11375
748	0.110834
749	0.112209
750	0.113375
751	0.111458
752	0.112292
753	0.115875
754	0.149875
755	0.144667
756	0.12125
757	0.115375
758	0.065041
759	0.049875
760	0.05175
761	0.050709
762	0.049333
763	0.050375
764	0.06725
765	0.060083
766	0.052583
767	0.053875
768	0.051083
769	0.053042
770	0.051792
771	0.054416
772	0.053083
773	0.051916
774	0.052375
775	0.050417
776	0.050083
777	0.053375
778	0.054083
779	0.050083
780	0.051875
781	0.054709
782	0.051375
783	0.0925
784	0.1735
785	0.124458
786	0.118167
787	0.11875
788	0.115084
789	0.091708
790	0.062667
791	0.052833
792	0.051584
793	0.050625
794	0.050709
795	0.090917
796	0.052875
797	0.050541
798	0.051084
799	0.051875
800	0.049166
801	0.051041
802	0.051083
803	0.049208
804	0.050666
805	0.050125
806	0.051167
807	0.050833
808	0.051583
809	0.05125
810	0.051083
811	0.142791
812	0.13925
813	0.132042
814	0.139375
815	0.154459
816	0.127833
817	0.124084
818	0.12075
819	0.119458
820	0.118334
821	0.117208
822	0.112959
823	0.113167
824	0.115791
825	0.115
826	0.081334
827	0.053625
828	0.048958
829	0.051542
830	0.051167
831	0.050875
832	0.050458
833	0.049708
834	0.050083
835	0.050625
836	0.049166
837	0.048958
838	0.05025
839	0.049834
840	0.048792
841	0.050291
842	0.050209
843	0.050375
844	0.049333
845	0.049959
846	0.054625
847	0.049958
848	0.050583
849	0.04975
850	0.049667
851	0.051666
852	0.048959
853	0.049625
854	0.088542
855	0.052292
856	0.049458
857	0.050458
858	0.055375
859	0.048208
860	0.0485
861	0.050458
862	0.047875
863	0.065
864	0.049208
865	0.04875
866	0.048958
867	0.051
868	0.048917
869	0.049459
870	0.0495
871	0.048875
872	0.057667
873	0.0485
874	0.048958
875	0.048708
876	0.04725
877	0.048375
878	0.048584
879	0.048416
880	0.048584
881	0.048583
882	0.047458
883	0.048792
884	0.04825
885	0.047334
886	0.110625
887	0.05825
888	0.050292
889	0.0495
890	0.049708
891	0.048667
892	0.048541
893	0.049625
894	0.050708
895	0.049417
896	0.049041
897	0.05025
898	0.049292
899	0.050209
900	0.049125
901	0.047791
902	0.0485
903	0.048541
904	0.047791
905	0.049625
906	0.04875
907	0.048292
908	0.049709
909	0.070166
910	0.048875
911	0.048292
912	0.048458
913	0.048416
914	0.049791
915	0.048916
916	0.049791
917	0.049583
918	0.063792
919	0.04775
920	0.049209
921	0.048792
922	0.048208
923	0.05125
924	0.052416
925	0.0535
926	0.051334
927	0.076792
928	0.05175
929	0.049666
930	0.048709
931	0.050292
932	0.049833
933	0.049458
934	0.05425
935	0.048
936	0.048625
937	0.050125
938	0.047292
939	0.062042
940	0.050709
941	0.049333
942	0.051958
943	0.048666
944	0.048834
945	0.049083
946	0.048084
947	0.048708
948	0.048166
949	0.049291
950	0.052416
951	0.050916
952	0.052167
953	0.050167
954	0.052625
955	0.049875
956	0.047583
957	0.048709
958	0.049583
959	0.047792
960	0.048
961	0.048917
962	0.049125
963	0.049667
964	0.048458
965	0.049167
966	0.125666
967	0.179708
968	0.123167
969	0.117625
970	0.127125
971	0.122667
972	0.116958
973	0.160708
974	0.128625
975	0.119292
976	0.112375
977	0.110834
