run_id	version	context	task	order	start_sha	final_sha	wall_ms	exit_code	input_tokens	cached_input_tokens	uncached_input_tokens	output_tokens	reasoning_output_tokens	shell_calls	file_changes	atomic_commands	clj_invocations	source_commands	source_output_bytes	total_tool_output_bytes	skill_read	show_form	grep_form	ls_used	help_used	text_reader	q_used	xray_used	partition_all_used	edit_used	expr_used	first_source_edit	plan_generated	plan_applied	plan_apply_separate	verified	exact_correct	correct	expect_used	expect_route	decision_supplied	post_decision_source_commands	change_used	change_apply_used	change_apply_successes	failed_mutation_actions	temp_manifest_patch	single_change_transaction	mcp_calls	mcp_successes	mcp_failures	mcp_tool_output_bytes	mcp_first_mutation	user_turns	tool_round_trips	discovery_round_trips	post_decision_round_trips
01-r01-pair-view-expect-edit-no-skill-native	native	no-skill	pair-view-expect-edit	1	56a156f76bad4330ab79d6671462893374749277d1c56422e87ef19748fe81ca	ac1d08366599cce00e7c6fe2440e43e83aeb8af647018bfca31f89231faf5d32	86776	0	211599	191232	20367	3033	1423	9	3	15	0	7	2064	2302	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	true	true	false	false	false	0	false	false	0	0	false	false	0	0	0	0	false	1	12	1	11
02-r02-pair-view-expect-edit-no-skill-native	native	no-skill	pair-view-expect-edit	2	56a156f76bad4330ab79d6671462893374749277d1c56422e87ef19748fe81ca	ac1d08366599cce00e7c6fe2440e43e83aeb8af647018bfca31f89231faf5d32	65907	0	142297	123648	18649	2162	1101	5	3	9	0	5	2064	2064	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	true	true	false	false	false	0	false	false	0	0	false	false	0	0	0	0	false	1	8	1	7
03-r03-pair-view-expect-edit-no-skill-native	native	no-skill	pair-view-expect-edit	3	56a156f76bad4330ab79d6671462893374749277d1c56422e87ef19748fe81ca	05012ad4f42ebbbab074e01be60081caa9894c4b5f993c2e4ec86e91febb5c9a	48994	0	75031	66304	8727	1542	888	3	1	7	0	3	1187	1187	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	0	false	false	0	0	false	false	0	0	0	0	false	1	4	2	2
