3797098:
 num     #instances         #bytes  class name (module)
1062:             2             48  org.eclipse.jetty.util.Attributes$Mapped
1063:             1             48  org.eclipse.jetty.util.BlockingArrayQueue
1064:             1             48  org.eclipse.jetty.util.component.AttributeContainerMap
1065:             2             48  org.eclipse.jetty.util.thread.AutoLock$WithCondition
1066:             3             48  org.slf4j.helpers.BasicMarkerFactory
1067:             2             48  org.slf4j.helpers.Reporter$TargetChoice
1068:             2             48  sci.impl.namespaces$memfn
1069:             2             48  sun.security.jca.ProviderList (java.base@21.0.11)
1070:             2             48  sun.security.jca.ProviderList$3 (java.base@21.0.11)
1071:             2             48  sun.util.locale.LocaleExtensions (java.base@21.0.11)
1072:             2             48  sun.util.locale.provider.CurrencyNameProviderImpl (java.base@21.0.11)
1073:             2             48  sun.util.locale.provider.DateFormatProviderImpl (java.base@21.0.11)
1074:             2             48  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@21.0.11)
1075:             2             48  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@21.0.11)
1076:             2             48  sun.util.locale.provider.LocaleNameProviderImpl (java.base@21.0.11)
1077:             2             48  sun.util.locale.provider.NumberFormatProviderImpl (java.base@21.0.11)
1078:             2             48  taoensso.encore$format_num_fn$fn__16751
1079:             2             48  taoensso.encore$format_num_fn$fn__16755
1080:             2             48  taoensso.encore$subfn$subfn_STAR___16181
1081:             1             40  [Lcom.fasterxml.jackson.annotation.JsonAutoDetect$Visibility;
1082:             1             40  [Lcom.fasterxml.jackson.annotation.Nulls;
1083:             1             40  [Lcom.fasterxml.jackson.core.JsonFactory$Feature;
1084:             1             40  [Lcom.fasterxml.jackson.core.JsonParser$NumberType;
1085:             1             40  [Lcom.fasterxml.jackson.databind.cfg.JsonNodeFeature;
1086:             1             40  [Lcom.fasterxml.jackson.dataformat.cbor.CBORGenerator$Feature;
1087:             1             40  [Lcom.fasterxml.jackson.dataformat.smile.SmileGenerator$Feature;
1088:             1             40  [Lcom.sun.org.apache.xerces.internal.util.Status; (java.xml@21.0.11)
1089:             1             40  [Ljakarta.servlet.http.MappingMatch;
1090:             1             40  [Ljava.lang.Thread$State; (java.base@21.0.11)
1091:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@21.0.11)
1092:             2             40  [Ljava.net.URL; (java.base@21.0.11)
1093:             1             40  [Ljava.time.format.SignStyle; (java.base@21.0.11)
1094:             1             40  [Ljava.time.format.TextStyle; (java.base@21.0.11)
1095:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@21.0.11)
1096:             1             40  [Ljdk.jfr.RecordingState; (jdk.jfr@21.0.11)
1097:             1             40  [Ljdk.jfr.internal.LogLevel; (jdk.jfr@21.0.11)
1098:             1             40  [Ljdk.jfr.internal.consumer.StringParser$Encoding; (jdk.jfr@21.0.11)
1099:             1             40  [Lorg.eclipse.jetty.http.CookieCompliance;
1100:             1             40  [Lorg.eclipse.jetty.http.HttpCompliance;
1101:             1             40  [Lorg.eclipse.jetty.http.pathmap.PathSpecGroup;
1102:             1             40  [Lorg.eclipse.jetty.util.component.AbstractLifeCycle$State;
1103:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@21.0.11)
1104:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@21.0.11)
1105:             1             40  clojure.lang.Compiler$LocalBindingExpr
1106:             1             40  clojure.lang.Compiler$StaticFieldExpr
1107:             1             40  clojure.lang.PersistentHashMap$NodeSeq
1108:             1             40  clojure.lang.PersistentQueue
1109:             1             40  clojure.run.exec$_main$fn__218
1110:             1             40  com.fasterxml.jackson.annotation.JsonFormat$Value
1111:             1             40  com.networknt.schema.SchemaRegistry
1112:             1             40  com.networknt.schema.dialect.Dialect
1113:             1             40  com.networknt.schema.keyword.KeywordType$1
1114:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@21.0.11)
1115:             1             40  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1 (java.xml@21.0.11)
1116:             1             40  com.sun.org.apache.xerces.internal.utils.XMLLimitAnalyzer (java.xml@21.0.11)
1117:             1             40  com.sun.xml.internal.stream.util.BufferAllocator (java.xml@21.0.11)
1118:             1             40  io.modelcontextprotocol.spec.McpSchema$ServerCapabilities
1119:             1             40  java.lang.ArithmeticException (java.base@21.0.11)
1120:             1             40  java.lang.ThreadBuilders$VirtualThreadFactory (java.base@21.0.11)
1121:             1             40  java.lang.VirtualMachineError (java.base@21.0.11)
1122:             1             40  java.lang.invoke.VarHandleLongs$Array (java.base@21.0.11)
1123:             1             40  java.net.InetAddress$CachedLookup (java.base@21.0.11)
1124:             1             40  java.time.format.DateTimeFormatterBuilder$NanosPrinterParser (java.base@21.0.11)
1125:             1             40  java.time.zone.ZoneRules (java.base@21.0.11)
1126:             1             40  java.util.ResourceBundle$2 (java.base@21.0.11)
1127:             1             40  java.util.concurrent.ThreadPerTaskExecutor (java.base@21.0.11)
1128:             1             40  jdk.internal.event.SecurityProviderServiceEvent (java.base@21.0.11)
1129:             1             40  jdk.internal.event.ThreadSleepEvent (java.base@21.0.11)
1130:             1             40  jdk.internal.event.VirtualThreadEndEvent (java.base@21.0.11)
1131:             1             40  jdk.internal.event.VirtualThreadStartEvent (java.base@21.0.11)
1132:             1             40  jdk.internal.ref.Cleaner (java.base@21.0.11)
1133:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@21.0.11)
1134:             1             40  jdk.jfr.Configuration (jdk.jfr@21.0.11)
1135:             1             40  jdk.jfr.internal.RepositoryChunk (jdk.jfr@21.0.11)
1136:             1             40  jdk.jfr.internal.WriteableUserPath (jdk.jfr@21.0.11)
1137:             1             40  malli.core$_proxy_schema$reify__23511
1138:             1             40  org.apache.tika.mime.Patterns
1139:             1             40  org.eclipse.jetty.server.ShutdownMonitor
1140:             1             40  sun.nio.ch.ServerSocketAdaptor (java.base@21.0.11)
1141:             1             40  sun.nio.cs.StandardCharsets$Aliases (java.base@21.0.11)
1142:             1             40  sun.nio.cs.StandardCharsets$Cache (java.base@21.0.11)
1143:             1             40  sun.security.util.KnownOIDs$1 (java.base@21.0.11)
1144:             1             40  sun.security.util.KnownOIDs$10 (java.base@21.0.11)
1145:             1             40  sun.security.util.KnownOIDs$2 (java.base@21.0.11)
1146:             1             40  sun.security.util.KnownOIDs$3 (java.base@21.0.11)
1147:             1             40  sun.security.util.KnownOIDs$4 (java.base@21.0.11)
1148:             1             40  sun.security.util.KnownOIDs$5 (java.base@21.0.11)
1149:             1             40  sun.security.util.KnownOIDs$6 (java.base@21.0.11)
1150:             1             40  sun.security.util.KnownOIDs$7 (java.base@21.0.11)
1151:             1             40  sun.security.util.KnownOIDs$8 (java.base@21.0.11)
1152:             1             40  sun.security.util.KnownOIDs$9 (java.base@21.0.11)
1153:             1             40  sun.text.resources.cldr.FormatData (java.base@21.0.11)
1154:             1             40  sun.text.resources.cldr.FormatData_en (java.base@21.0.11)
1155:             1             40  sun.util.locale.InternalLocaleBuilder (java.base@21.0.11)
1156:             1             40  sun.util.resources.Bundles$1 (java.base@21.0.11)
1157:             1             40  sun.util.resources.cldr.CalendarData (java.base@21.0.11)
1158:             1             40  taoensso.encore$eval16383$merge_with_STAR___16389
1159:             1             40  taoensso.encore$eval16778$compile__GT_match_fn__16790
1160:             1             32  [Lclojure.lang.Compiler$C;
1161:             1             32  [Lclojure.lang.Compiler$PSTATE;
1162:             1             32  [Lclojure.lang.Compiler$QualifiedMethodExpr$MethodKind;
1163:             1             32  [Lclojure.lang.Numbers$Category;
1164:             1             32  [Lcom.fasterxml.jackson.annotation.JsonCreator$Mode;
1165:             1             32  [Lcom.fasterxml.jackson.core.Base64Variant$PaddingReadBehaviour;
1166:             1             32  [Lcom.fasterxml.jackson.core.StreamReadCapability;
1167:             1             32  [Lcom.fasterxml.jackson.core.util.Separators$Spacing;
1168:             1             32  [Lcom.fasterxml.jackson.databind.cfg.ConstructorDetector$SingleArgConstructor;
1169:             2             32  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
1170:             1             32  [Lcom.fasterxml.jackson.databind.util.AccessPattern;
1171:             1             32  [Lcom.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$DrainStatus;
1172:             1             32  [Lcom.networknt.schema.path.PathType;
1173:             1             32  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap; (java.xml@21.0.11)
1174:             1             32  [Ljava.lang.ProcessImpl$LaunchMechanism; (java.base@21.0.11)
1175:             2             32  [Ljava.lang.StackTraceElement; (java.base@21.0.11)
1176:             1             32  [Ljava.lang.ThreadGroup; (java.base@21.0.11)
1177:             1             32  [Ljava.lang.invoke.MethodHandleImpl$ArrayAccess; (java.base@21.0.11)
1178:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@21.0.11)
1179:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@21.0.11)
1180:             1             32  [Ljava.lang.ref.WeakReference; (java.base@21.0.11)
1181:             1             32  [Ljava.net.StandardProtocolFamily; (java.base@21.0.11)
1182:             1             32  [Ljava.text.Normalizer$Form; (java.base@21.0.11)
1183:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser; (java.base@21.0.11)
1184:             1             32  [Ljava.time.format.ResolverStyle; (java.base@21.0.11)
1185:             1             32  [Ljava.time.temporal.IsoFields$Field; (java.base@21.0.11)
1186:             1             32  [Ljava.time.temporal.JulianFields$Field; (java.base@21.0.11)
1187:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@21.0.11)
1188:             1             32  [Ljava.util.stream.MatchOps$MatchKind; (java.base@21.0.11)
1189:             1             32  [Ljava.util.stream.StreamShape; (java.base@21.0.11)
1190:             1             32  [Ljava.util.zip.ZipCoder$Comparison; (java.base@21.0.11)
1191:             1             32  [Ljavax.xml.catalog.CatalogFeatures$Feature; (java.xml@21.0.11)
1192:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@21.0.11)
1193:             1             32  [Ljdk.jfr.internal.periodic.PeriodicType; (jdk.jfr@21.0.11)
1194:             1             32  [Lorg.eclipse.jetty.ee10.servlet.ServletContextHandler$ContextStatus;
1195:             1             32  [Lorg.eclipse.jetty.ee10.servlet.Source$Origin;
1196:             1             32  [Lorg.eclipse.jetty.http.HttpMethod$Type;
1197:             1             32  [Lorg.eclipse.jetty.http.HttpScheme;
1198:             1             32  [Lorg.eclipse.jetty.server.handler.ContextHandler$Availability;
1199:             1             32  [Lorg.eclipse.jetty.util.ConcurrentPool$StrategyType;
1200:             1             32  [Lorg.eclipse.jetty.util.component.ContainerLifeCycle$Managed;
1201:             1             32  [Lorg.eclipse.jetty.util.thread.Invocable$InvocationType;
1202:             1             32  [Lorg.slf4j.helpers.Reporter$Level;
1203:             1             32  [Lsun.nio.fs.NativeBuffer; (java.base@21.0.11)
1204:             1             32  [Lsun.security.provider.NativePRNG$Variant; (java.base@21.0.11)
1205:             1             32  clojure.asm.Handle
1206:             1             32  clojure.lang.APersistentMap$KeySeq
1207:             2             32  clojure.lang.Compiler$BooleanExpr
1208:             2             32  clojure.lang.Compiler$LetExpr$Parser
1209:             1             32  clojure.lang.Compiler$TryExpr
1210:             2             32  clojure.lang.EdnReader$MetaReader
1211:             2             32  clojure.lang.LispReader$CommentReader
1212:             2             32  clojure.lang.LispReader$MetaReader
1213:             2             32  clojure.lang.LispReader$StringReader
1214:             2             32  clojure.lang.LispReader$WrappingReader
1215:             1             32  clojure.lang.Ref$TVal
1216:             1             32  clojure.spec.alpha$merge_spec_impl$reify__2183
1217:             1             32  com.fasterxml.jackson.annotation.JsonInclude$Value
1218:             1             32  com.fasterxml.jackson.databind.cfg.DatatypeFeatures
1219:             1             32  com.fasterxml.jackson.databind.cfg.DeserializerFactoryConfig
1220:             1             32  com.fasterxml.jackson.databind.deser.impl.PropertyBasedCreator
1221:             1             32  com.fasterxml.jackson.databind.introspect.AnnotatedConstructor
1222:             1             32  com.fasterxml.jackson.databind.introspect.AnnotationCollector$TwoAnnotations
1223:             2             32  com.fasterxml.jackson.databind.introspect.BasicClassIntrospector
1224:             1             32  com.fasterxml.jackson.databind.introspect.DefaultAccessorNamingStrategy$Provider
1225:             2             32  com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver
1226:             1             32  com.fasterxml.jackson.databind.ser.std.CalendarSerializer
1227:             1             32  com.fasterxml.jackson.databind.ser.std.DateSerializer
1228:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer
1229:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer
1230:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$ShortSerializer
1231:             1             32  com.fasterxml.jackson.databind.type.TypeFactory
1232:             2             32  com.fasterxml.jackson.databind.util.RootNameLookup
1233:             1             32  com.fasterxml.jackson.dataformat.smile.SmileParser$Feature
1234:             1             32  com.networknt.schema.resource.SchemaLoader
1235:             2             32  com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator (java.xml@21.0.11)
1236:             2             32  com.sun.proxy.jdk.proxy1.$Proxy29 (jdk.proxy1)
1237:             2             32  com.sun.proxy.jdk.proxy1.$Proxy30 (jdk.proxy1)
1238:             2             32  io.modelcontextprotocol.server.McpServerFeatures$AsyncToolSpecification$$Lambda/0x00007fcb7d628cd8
1239:             1             32  io.modelcontextprotocol.spec.DefaultMcpStreamableServerSessionFactory
1240:             2             32  java.lang.Boolean (java.base@21.0.11)
1241:             1             32  java.lang.Module$ArchivedData (java.base@21.0.11)
1242:             1             32  java.lang.ProcessHandleImpl (java.base@21.0.11)
1243:             2             32  java.lang.Shutdown$Lock (java.base@21.0.11)
1244:             1             32  java.lang.invoke.VarHandleByteArrayAsChars$ArrayHandle (java.base@21.0.11)
1245:             1             32  java.lang.invoke.VarHandleByteArrayAsDoubles$ArrayHandle (java.base@21.0.11)
1246:             1             32  java.lang.invoke.VarHandleByteArrayAsFloats$ArrayHandle (java.base@21.0.11)
1247:             1             32  java.lang.invoke.VarHandleByteArrayAsShorts$ArrayHandle (java.base@21.0.11)
1248:             2             32  java.lang.ref.NativeReferenceQueue$Lock (java.base@21.0.11)
1249:             2             32  java.nio.ByteOrder (java.base@21.0.11)
1250:             1             32  java.nio.DirectByteBuffer$Deallocator (java.base@21.0.11)
1251:             1             32  java.security.MessageDigest$Delegate$CloneableDelegate (java.base@21.0.11)
1252:             2             32  java.time.format.DateTimeFormatterBuilder$1 (java.base@21.0.11)
1253:             2             32  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser (java.base@21.0.11)
1254:             1             32  java.util.LinkedList (java.base@21.0.11)
1255:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@21.0.11)
1256:             1             32  java.util.concurrent.CountDownLatch$Sync (java.base@21.0.11)
1257:             1             32  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue (java.base@21.0.11)
1258:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@21.0.11)
1259:             1             32  java.util.concurrent.locks.AbstractQueuedSynchronizer$ExclusiveNode (java.base@21.0.11)
1260:             2             32  java.util.regex.Pattern$Caret (java.base@21.0.11)
1261:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@21.0.11)
1262:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@21.0.11)
1263:             1             32  jdk.internal.module.ArchivedModuleGraph (java.base@21.0.11)
1264:             2             32  jdk.internal.module.ModuleTarget (java.base@21.0.11)
1265:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@21.0.11)
1266:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@21.0.11)
1267:             1             32  jdk.jfr.internal.Repository (jdk.jfr@21.0.11)
1268:             1             32  jdk.jfr.internal.management.ChunkFilename (jdk.jfr@21.0.11)
1269:             1             32  jdk.jfr.internal.periodic.Batch (jdk.jfr@21.0.11)
1270:             1             32  jdk.jfr.internal.settings.CutoffSetting (jdk.jfr@21.0.11)
1271:             1             32  jdk.jfr.internal.settings.ThrottleSetting (jdk.jfr@21.0.11)
1272:             1             32  jdk.net.ExtendedSocketOptions$1 (jdk.net@21.0.11)
1273:             2             32  jdk.proxy1.$Proxy10 (jdk.proxy1)
1274:             2             32  jdk.proxy1.$Proxy12 (jdk.proxy1)
1275:             2             32  jdk.proxy1.$Proxy19 (jdk.proxy1)
1276:             2             32  jdk.proxy2.$Proxy31 (jdk.proxy2)
1277:             2             32  jdk.proxy2.$Proxy33 (jdk.proxy2)
1278:             1             32  malli.core$eval23706$eval__23713
1279:             1             32  org.eclipse.jetty.ee10.servlet.FilterMapping
1280:             1             32  org.eclipse.jetty.ee10.servlet.ServletContextHandler$ServletContextApi
1281:             1             32  org.eclipse.jetty.ee10.servlet.ServletContextHandler$ServletScopedContext
1282:             1             32  org.eclipse.jetty.http.MimeTypes$Wrapper
1283:             1             32  org.eclipse.jetty.server.Server$DynamicErrorHandler
1284:             1             32  org.eclipse.jetty.server.Server$ServerContext
1285:             2             32  org.eclipse.jetty.util.EmptyTrie
1286:             1             32  org.eclipse.jetty.util.thread.ThreadPoolBudget
1287:             2             32  org.slf4j.helpers.NOPLoggerFactory
1288:             2             32  org.slf4j.helpers.NOPMDCAdapter
1289:             2             32  rewrite_clj.node.whitespace$whitespace_nodes$fn__2810
1290:             1             32  rewrite_clj.node.whitespace.NewlineNode
1291:             2             32  sci.impl.namespaces$time
1292:             1             32  sun.nio.ch.DummySocketImpl (java.base@21.0.11)
1293:             2             32  sun.nio.ch.SocketDispatcher (java.base@21.0.11)
1294:             1             32  sun.nio.fs.LinuxFileSystem (java.base@21.0.11)
1295:             1             32  sun.nio.fs.NativeBuffer (java.base@21.0.11)
1296:             1             32  sun.reflect.generics.repository.ConstructorRepository (java.base@21.0.11)
1297:             2             32  sun.security.provider.FileInputStreamPool$UnclosableInputStream (java.base@21.0.11)
1298:             1             32  sun.security.provider.SecureRandom (java.base@21.0.11)
1299:             1             32  taoensso.encore$eval16778$name_filter__16822
1300:             1             32  taoensso.encore$eval17694$get_env_STAR___17701
1301:             1             32  taoensso.timbre$eval19123$may_log_QMARK___19124
1302:             1             32  taoensso.timbre.appenders.core$spit_appender$self__18682
1303:             1             24  [Lclojure.lang.Compiler$PATHTYPE;
1304:             1             24  [Lcom.fasterxml.jackson.core.StreamWriteCapability;
1305:             1             24  [Lcom.fasterxml.jackson.databind.AnnotationIntrospector$ReferenceProperty$Type;
1306:             1             24  [Lcom.fasterxml.jackson.databind.cfg.EnumFeature;
1307:             1             24  [Lcom.fasterxml.jackson.databind.deser.KeyDeserializers;
1308:             1             24  [Lcom.fasterxml.jackson.dataformat.smile.SmileParser$Feature;
1309:             1             24  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property; (java.xml@21.0.11)
1310:             1             24  [Ljava.io.File$PathStatus; (java.base@21.0.11)
1311:             1             24  [Ljava.lang.Thread; (java.base@21.0.11)
1312:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@21.0.11)
1313:             1             24  [Ljava.net.InetAddress; (java.base@21.0.11)
1314:             1             24  [Ljava.net.InetSocketAddress; (java.base@21.0.11)
1315:             1             24  [Ljava.net.SocketAddress; (java.base@21.0.11)
1316:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@21.0.11)
1317:             1             24  [Ljava.util.Comparators$NaturalOrderComparator; (java.base@21.0.11)
1318:             1             24  [Ljava.util.Locale$Category; (java.base@21.0.11)
1319:             1             24  [Ljava.util.jar.Manifest; (java.base@21.0.11)
1320:             1             24  [Lorg.eclipse.jetty.http.MultiPartCompliance;
1321:             1             24  [Lorg.slf4j.helpers.Reporter$TargetChoice;
1322:             1             24  cheshire.generate$eval294$fn__295$G__285__302
1323:             1             24  clj_surgeon.mcp_http_server$start_http_server_BANG_$fn__26474
1324:             1             24  clj_surgeon.mcp_http_server.proxy$jakarta.servlet.http.HttpServlet$ff19274a
1325:             1             24  clojure.core$constantly$fn__5761
1326:             1             24  clojure.core$fn__8524$G__8519__8529
1327:             1             24  clojure.core.VecNode
1328:             1             24  clojure.core.protocols$fn__8207$G__8202__8220
1329:             1             24  clojure.core.protocols$fn__8233$G__8228__8242
1330:             1             24  clojure.core.protocols$fn__8287$G__8282__8296
1331:             1             24  clojure.core.protocols$fn__8307$G__8302__8312
1332:             1             24  clojure.core.protocols$fn__8331$G__8326__8340
1333:             1             24  clojure.core.specs.alpha$fn__117$fn__123
1334:             1             24  clojure.core.specs.alpha$fn__54$fn__60
1335:             1             24  clojure.core.specs.alpha$fn__69$fn__75
1336:             1             24  clojure.core.specs.alpha$fn__81$fn__87
1337:             1             24  clojure.data.json$eval14867$fn__14868$G__14858__14877
1338:             1             24  clojure.instant$fn__8477$fn__8478
1339:             1             24  clojure.java.io$fn__11518$G__11513__11523
1340:             1             24  clojure.java.io$fn__11529$G__11511__11534
1341:             1             24  clojure.java.io$fn__11572$G__11561__11579
1342:             1             24  clojure.java.io$fn__11585$G__11567__11592
1343:             1             24  clojure.java.io$fn__11598$G__11563__11605
1344:             1             24  clojure.java.io$fn__11611$G__11565__11618
1345:             1             24  clojure.java.process$fn$reify__11949
1346:             1             24  clojure.lang.AFunction$1
1347:             1             24  clojure.lang.Agent$1
1348:             1             24  clojure.pprint$fn__11183$fn__11184
1349:             1             24  clojure.pprint$fn__11215$fn__11216
1350:             1             24  clojure.pprint$fn__11313$fn__11314
1351:             1             24  clojure.pprint$fn__11392$fn__11393
1352:             1             24  clojure.run.exec$exec$fn__163
1353:             1             24  clojure.run.exec$set_daemon_agent_executor$reify__211
1354:             1             24  clojure.spec.alpha$and_spec_impl$fn__2166
1355:             1             24  clojure.spec.alpha$fn__1659$G__1644__1666
1356:             1             24  clojure.spec.alpha$fn__1672$G__1648__1685
1357:             1             24  clojure.spec.alpha$fn__1691$G__1654__1696
1358:             1             24  clojure.spec.alpha$fn__1702$G__1650__1713
1359:             1             24  clojure.spec.alpha$fn__1719$G__1646__1726
1360:             1             24  clojure.spec.alpha$fn__1732$G__1652__1739
1361:             1             24  clojure.spec.alpha$fn__1769$G__1764__1778
1362:             1             24  clojure.spec.alpha$nonconforming$reify__2538
1363:             1             24  clojure.spec.gen.alpha$fn__2626$generate__2637
1364:             1             24  clojure.spec.gen.alpha$fn__2626$generator_QMARK___2633
1365:             1             24  clojure.spec.gen.alpha$fn__2626$generator__2635
1366:             1             24  clojure.spec.gen.alpha$fn__2650$hash_map__2653
1367:             1             24  clojure.spec.gen.alpha$fn__2657$list__2660
1368:             1             24  clojure.spec.gen.alpha$fn__2664$map__2667
1369:             1             24  clojure.spec.gen.alpha$fn__2671$not_empty__2674
1370:             1             24  clojure.spec.gen.alpha$fn__2678$set__2681
1371:             1             24  clojure.spec.gen.alpha$fn__2685$vector__2688
1372:             1             24  clojure.spec.gen.alpha$fn__2692$vector_distinct__2695
1373:             1             24  clojure.spec.gen.alpha$fn__2699$elements__2702
1374:             1             24  clojure.spec.gen.alpha$fn__2706$bind__2709
1375:             1             24  clojure.spec.gen.alpha$fn__2713$choose__2716
1376:             1             24  clojure.spec.gen.alpha$fn__2720$fmap__2723
1377:             1             24  clojure.spec.gen.alpha$fn__2727$one_of__2730
1378:             1             24  clojure.spec.gen.alpha$fn__2734$such_that__2737
1379:             1             24  clojure.spec.gen.alpha$fn__2741$tuple__2744
1380:             1             24  clojure.spec.gen.alpha$fn__2748$sample__2751
1381:             1             24  clojure.spec.gen.alpha$fn__2755$return__2758
1382:             1             24  clojure.spec.gen.alpha$fn__2762$large_integer_STAR___2765
1383:             1             24  clojure.spec.gen.alpha$fn__2769$double_STAR___2772
1384:             1             24  clojure.spec.gen.alpha$fn__2776$frequency__2779
1385:             1             24  clojure.spec.gen.alpha$fn__2783$shuffle__2786
1386:             1             24  clojure.spec.gen.alpha$fn__2795$any__2798
1387:             1             24  clojure.spec.gen.alpha$fn__2802$any_printable__2805
1388:             1             24  clojure.spec.gen.alpha$fn__2809$boolean__2812
1389:             1             24  clojure.spec.gen.alpha$fn__2816$bytes__2819
1390:             1             24  clojure.spec.gen.alpha$fn__2823$char__2826
1391:             1             24  clojure.spec.gen.alpha$fn__2830$char_alpha__2833
1392:             1             24  clojure.spec.gen.alpha$fn__2837$char_alphanumeric__2840
1393:             1             24  clojure.spec.gen.alpha$fn__2844$char_ascii__2847
1394:             1             24  clojure.spec.gen.alpha$fn__2851$double__2854
1395:             1             24  clojure.spec.gen.alpha$fn__2858$int__2861
1396:             1             24  clojure.spec.gen.alpha$fn__2865$keyword__2868
1397:             1             24  clojure.spec.gen.alpha$fn__2872$keyword_ns__2875
1398:             1             24  clojure.spec.gen.alpha$fn__2879$large_integer__2882
1399:             1             24  clojure.spec.gen.alpha$fn__2886$ratio__2889
1400:             1             24  clojure.spec.gen.alpha$fn__2893$simple_type__2896
1401:             1             24  clojure.spec.gen.alpha$fn__2900$simple_type_printable__2903
1402:             1             24  clojure.spec.gen.alpha$fn__2907$string__2910
1403:             1             24  clojure.spec.gen.alpha$fn__2914$string_ascii__2917
1404:             1             24  clojure.spec.gen.alpha$fn__2921$string_alphanumeric__2924
1405:             1             24  clojure.spec.gen.alpha$fn__2928$symbol__2931
1406:             1             24  clojure.spec.gen.alpha$fn__2935$symbol_ns__2938
1407:             1             24  clojure.spec.gen.alpha$fn__2942$uuid__2945
1408:             1             24  clojure.tools.reader.default_data_readers$fn__2271$fn__2272
1409:             1             24  clojure.tools.reader.default_data_readers$fn__2282$fn__2283
1410:             1             24  clojure.tools.reader.reader_types$eval1813$fn__1814$G__1804__1819
1411:             1             24  clojure.tools.reader.reader_types$eval1813$fn__1825$G__1802__1830
1412:             1             24  clojure.tools.reader.reader_types$eval1850$fn__1851$G__1841__1858
1413:             1             24  clojure.tools.reader.reader_types$eval1882$fn__1883$G__1869__1888
1414:             1             24  clojure.tools.reader.reader_types$eval1882$fn__1894$G__1871__1899
1415:             1             24  clojure.tools.reader.reader_types$eval1882$fn__1905$G__1873__1910
1416:             1             24  clojure.tools.reader.reader_types$eval1967$fn__1968$G__1958__1973
1417:             1             24  clojure.tools.reader.reader_types$eval2009$fn__2010$G__2000__2017
1418:             1             24  com.fasterxml.jackson.annotation.JsonFormat$Features
1419:             1             24  com.fasterxml.jackson.annotation.JsonIgnoreProperties$Value
1420:             1             24  com.fasterxml.jackson.annotation.JsonSetter$Value
1421:             1             24  com.fasterxml.jackson.core.ErrorReportConfiguration
1422:             1             24  com.fasterxml.jackson.core.util.BufferRecycler
1423:             1             24  com.fasterxml.jackson.core.util.DefaultIndenter
1424:             1             24  com.fasterxml.jackson.databind.AnnotationIntrospector$ReferenceProperty
1425:             1             24  com.fasterxml.jackson.databind.cfg.ContextAttributes$Impl
1426:             1             24  com.fasterxml.jackson.databind.cfg.DefaultCacheProvider
1427:             1             24  com.fasterxml.jackson.databind.cfg.SerializerFactoryConfig
1428:             1             24  com.fasterxml.jackson.databind.deser.impl.FailingDeserializer
1429:             1             24  com.fasterxml.jackson.databind.deser.std.NumberDeserializers$NumberDeserializer
1430:             1             24  com.fasterxml.jackson.databind.deser.std.StringDeserializer
1431:             1             24  com.fasterxml.jackson.databind.deser.std.UntypedObjectDeserializerNR
1432:             1             24  com.fasterxml.jackson.databind.ext.OptionalHandlerFactory
1433:             1             24  com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector
1434:             1             24  com.fasterxml.jackson.databind.jdk14.JDK14Util$RecordAccessor
1435:             1             24  com.fasterxml.jackson.databind.ser.impl.FailingSerializer
1436:             1             24  com.fasterxml.jackson.databind.ser.std.UUIDSerializer
